Year,UNIT_MEASURE,Value
2009,Број,6045
2010,Број,5355
2011,Број,6919
2012,Број,7361
2013,Број,7219
2014,Број,7215
2015,Број,7256
2016,Број,7487
2017,Број,7988
2018,Број,7817
