Year,UNIT_MEASURE,Spol,Starosna dob,Value
1971,Broj,Oba spola,0,78188
1971,Broj,Oba spola,1,78436
1971,Broj,Oba spola,2,79185
1971,Broj,Oba spola,3,83244
1971,Broj,Oba spola,4,86452
1971,Broj,Oba spola,5,87769
1971,Broj,Oba spola,6,87799
1971,Broj,Oba spola,7,88629
1971,Broj,Oba spola,8,88698
1971,Broj,Oba spola,9,89770
1971,Broj,Oba spola,10,91769
1971,Broj,Oba spola,11,88438
1971,Broj,Oba spola,12,91254
1971,Broj,Oba spola,13,84816
1971,Broj,Oba spola,14,85922
1971,Broj,Oba spola,15,85979
1971,Broj,Oba spola,16,90521
1971,Broj,Oba spola,17,81829
1971,Broj,Oba spola,18,86722
1971,Broj,Oba spola,19,66336
1971,Broj,Oba spola,20,72810
1971,Broj,Oba spola,21,69228
1971,Broj,Oba spola,22,61911
1971,Broj,Oba spola,23,57263
1971,Broj,Oba spola,24,58105
1971,Broj,Oba spola,25,43515
1971,Broj,Oba spola,26,42568
1971,Broj,Oba spola,27,42705
1971,Broj,Oba spola,28,45326
1971,Broj,Oba spola,29,51613
1971,Broj,Oba spola,30,55927
1971,Broj,Oba spola,31,58757
1971,Broj,Oba spola,32,56737
1971,Broj,Oba spola,33,59159
1971,Broj,Oba spola,34,59230
1971,Broj,Oba spola,35,59449
1971,Broj,Oba spola,36,58439
1971,Broj,Oba spola,37,57138
1971,Broj,Oba spola,38,54962
1971,Broj,Oba spola,39,50494
1971,Broj,Oba spola,40,53335
1971,Broj,Oba spola,41,51482
1971,Broj,Oba spola,42,51670
1971,Broj,Oba spola,43,45131
1971,Broj,Oba spola,44,41398
1971,Broj,Oba spola,45,38430
1971,Broj,Oba spola,46,34889
1971,Broj,Oba spola,47,32616
1971,Broj,Oba spola,48,32560
1971,Broj,Oba spola,49,27746
1971,Broj,Oba spola,50,31304
1971,Broj,Oba spola,51,27640
1971,Broj,Oba spola,52,16290
1971,Broj,Oba spola,53,13739
1971,Broj,Oba spola,54,12867
1971,Broj,Oba spola,55,17033
1971,Broj,Oba spola,56,26007
1971,Broj,Oba spola,57,23600
1971,Broj,Oba spola,58,25741
1971,Broj,Oba spola,59,22248
1971,Broj,Oba spola,60,27390
1971,Broj,Oba spola,61,23213
1971,Broj,Oba spola,62,20179
1971,Broj,Oba spola,63,21543
1971,Broj,Oba spola,64,20402
1971,Broj,Oba spola,65,19860
1971,Broj,Oba spola,66,17912
1971,Broj,Oba spola,67,15368
1971,Broj,Oba spola,68,14263
1971,Broj,Oba spola,69,12405
1971,Broj,Oba spola,70,20948
1971,Broj,Oba spola,71,11331
1971,Broj,Oba spola,72,7947
1971,Broj,Oba spola,73,6982
1971,Broj,Oba spola,74,6341
1971,Broj,Oba spola,75,6359
1971,Broj,Oba spola,76,5014
1971,Broj,Oba spola,77,4151
1971,Broj,Oba spola,78,4413
1971,Broj,Oba spola,79,3113
1971,Broj,Oba spola,80,3754
1971,Broj,Oba spola,81,2432
1971,Broj,Oba spola,82,2709
1971,Broj,Oba spola,83,1765
1971,Broj,Oba spola,84,1492
1971,Broj,Oba spola,85,1675
1971,Broj,Oba spola,86,1205
1971,Broj,Oba spola,87,808
1971,Broj,Oba spola,88,784
1971,Broj,Oba spola,89,640
1971,Broj,Oba spola,90,823
1971,Broj,Oba spola,91,417
1971,Broj,Oba spola,92,287
1971,Broj,Oba spola,93,196
1971,Broj,Oba spola,94,215
1971,Broj,Oba spola,95,249
1971,Broj,Oba spola,96,153
1971,Broj,Oba spola,97,132
1971,Broj,Oba spola,98,105
1971,Broj,Oba spola,99,33
1971,Broj,Oba spola,100,62
1971,Broj,Oba spola,101,0
1971,Broj,Oba spola,102,0
1971,Broj,Oba spola,103,0
1971,Broj,Oba spola,104,0
1971,Broj,Oba spola,105,0
1971,Broj,Oba spola,106,0
1971,Broj,Oba spola,107,0
1971,Broj,Oba spola,108,0
1971,Broj,Oba spola,109,0
1971,Broj,Oba spola,110,0
1971,Broj,Oba spola,111,0
1971,Broj,Oba spola,112,0
1971,Broj,Oba spola,113,0
1971,Broj,Oba spola,114,0
1971,Broj,Oba spola,115,0
1971,Broj,Oba spola,116,0
1971,Broj,Oba spola,117,0
1971,Broj,Oba spola,118,0
1971,Broj,Oba spola,119,0
1971,Broj,Oba spola,120,0
1971,Broj,Oba spola,Unknown,14223
1971,Broj,Oba spola,Total,3746111
1981,Broj,Oba spola,0,75249
1981,Broj,Oba spola,1,73365
1981,Broj,Oba spola,2,70546
1981,Broj,Oba spola,3,71814
1981,Broj,Oba spola,4,74358
1981,Broj,Oba spola,5,75443
1981,Broj,Oba spola,6,74445
1981,Broj,Oba spola,7,73632
1981,Broj,Oba spola,8,75645
1981,Broj,Oba spola,9,76600
1981,Broj,Oba spola,10,73382
1981,Broj,Oba spola,11,76076
1981,Broj,Oba spola,12,78109
1981,Broj,Oba spola,13,81018
1981,Broj,Oba spola,14,84439
1981,Broj,Oba spola,15,86279
1981,Broj,Oba spola,16,85830
1981,Broj,Oba spola,17,86819
1981,Broj,Oba spola,18,86946
1981,Broj,Oba spola,19,87430
1981,Broj,Oba spola,20,87748
1981,Broj,Oba spola,21,82032
1981,Broj,Oba spola,22,83066
1981,Broj,Oba spola,23,75879
1981,Broj,Oba spola,24,76026
1981,Broj,Oba spola,25,74303
1981,Broj,Oba spola,26,78316
1981,Broj,Oba spola,27,70457
1981,Broj,Oba spola,28,76550
1981,Broj,Oba spola,29,58147
1981,Broj,Oba spola,30,65277
1981,Broj,Oba spola,31,63340
1981,Broj,Oba spola,32,57333
1981,Broj,Oba spola,33,52959
1981,Broj,Oba spola,34,55593
1981,Broj,Oba spola,35,41112
1981,Broj,Oba spola,36,40504
1981,Broj,Oba spola,37,41170
1981,Broj,Oba spola,38,43876
1981,Broj,Oba spola,39,50056
1981,Broj,Oba spola,40,54382
1981,Broj,Oba spola,41,57019
1981,Broj,Oba spola,42,54558
1981,Broj,Oba spola,43,56921
1981,Broj,Oba spola,44,57257
1981,Broj,Oba spola,45,57058
1981,Broj,Oba spola,46,55999
1981,Broj,Oba spola,47,54397
1981,Broj,Oba spola,48,52218
1981,Broj,Oba spola,49,47985
1981,Broj,Oba spola,50,50896
1981,Broj,Oba spola,51,48508
1981,Broj,Oba spola,52,49113
1981,Broj,Oba spola,53,43058
1981,Broj,Oba spola,54,38940
1981,Broj,Oba spola,55,36297
1981,Broj,Oba spola,56,32627
1981,Broj,Oba spola,57,30259
1981,Broj,Oba spola,58,30197
1981,Broj,Oba spola,59,24994
1981,Broj,Oba spola,60,28681
1981,Broj,Oba spola,61,24744
1981,Broj,Oba spola,62,13941
1981,Broj,Oba spola,63,11890
1981,Broj,Oba spola,64,10875
1981,Broj,Oba spola,65,14149
1981,Broj,Oba spola,66,21573
1981,Broj,Oba spola,67,19215
1981,Broj,Oba spola,68,20626
1981,Broj,Oba spola,69,16711
1981,Broj,Oba spola,70,20321
1981,Broj,Oba spola,71,16285
1981,Broj,Oba spola,72,13699
1981,Broj,Oba spola,73,14236
1981,Broj,Oba spola,74,13056
1981,Broj,Oba spola,75,12438
1981,Broj,Oba spola,76,10489
1981,Broj,Oba spola,77,8504
1981,Broj,Oba spola,78,7563
1981,Broj,Oba spola,79,5616
1981,Broj,Oba spola,80,12838
1981,Broj,Oba spola,81,4461
1981,Broj,Oba spola,82,3110
1981,Broj,Oba spola,83,2579
1981,Broj,Oba spola,84,2240
1981,Broj,Oba spola,85,2051
1981,Broj,Oba spola,86,1475
1981,Broj,Oba spola,87,1165
1981,Broj,Oba spola,88,1462
1981,Broj,Oba spola,89,745
1981,Broj,Oba spola,90,914
1981,Broj,Oba spola,91,478
1981,Broj,Oba spola,92,529
1981,Broj,Oba spola,93,336
1981,Broj,Oba spola,94,366
1981,Broj,Oba spola,95,304
1981,Broj,Oba spola,96,225
1981,Broj,Oba spola,97,201
1981,Broj,Oba spola,98,187
1981,Broj,Oba spola,99,110
1981,Broj,Oba spola,100,109
1981,Broj,Oba spola,101,0
1981,Broj,Oba spola,102,0
1981,Broj,Oba spola,103,0
1981,Broj,Oba spola,104,0
1981,Broj,Oba spola,105,0
1981,Broj,Oba spola,106,0
1981,Broj,Oba spola,107,0
1981,Broj,Oba spola,108,0
1981,Broj,Oba spola,109,0
1981,Broj,Oba spola,110,0
1981,Broj,Oba spola,111,0
1981,Broj,Oba spola,112,0
1981,Broj,Oba spola,113,0
1981,Broj,Oba spola,114,0
1981,Broj,Oba spola,115,0
1981,Broj,Oba spola,116,0
1981,Broj,Oba spola,117,0
1981,Broj,Oba spola,118,0
1981,Broj,Oba spola,119,0
1981,Broj,Oba spola,120,0
1981,Broj,Oba spola,Unknown,9907
1981,Broj,Oba spola,Total,4124256
1991,Broj,Oba spola,0,64632
1991,Broj,Oba spola,1,65797
1991,Broj,Oba spola,2,66240
1991,Broj,Oba spola,3,68396
1991,Broj,Oba spola,4,67357
1991,Broj,Oba spola,5,68789
1991,Broj,Oba spola,6,69443
1991,Broj,Oba spola,7,69537
1991,Broj,Oba spola,8,70110
1991,Broj,Oba spola,9,69500
1991,Broj,Oba spola,10,69489
1991,Broj,Oba spola,11,69470
1991,Broj,Oba spola,12,68167
1991,Broj,Oba spola,13,69485
1991,Broj,Oba spola,14,70979
1991,Broj,Oba spola,15,71941
1991,Broj,Oba spola,16,71203
1991,Broj,Oba spola,17,70703
1991,Broj,Oba spola,18,72602
1991,Broj,Oba spola,19,73559
1991,Broj,Oba spola,20,68921
1991,Broj,Oba spola,21,71096
1991,Broj,Oba spola,22,71107
1991,Broj,Oba spola,23,73566
1991,Broj,Oba spola,24,75301
1991,Broj,Oba spola,25,75353
1991,Broj,Oba spola,26,73366
1991,Broj,Oba spola,27,73389
1991,Broj,Oba spola,28,73973
1991,Broj,Oba spola,29,75695
1991,Broj,Oba spola,30,75558
1991,Broj,Oba spola,31,72556
1991,Broj,Oba spola,32,74766
1991,Broj,Oba spola,33,69259
1991,Broj,Oba spola,34,69715
1991,Broj,Oba spola,35,68749
1991,Broj,Oba spola,36,73216
1991,Broj,Oba spola,37,64999
1991,Broj,Oba spola,38,72287
1991,Broj,Oba spola,39,55318
1991,Broj,Oba spola,40,60967
1991,Broj,Oba spola,41,60091
1991,Broj,Oba spola,42,53402
1991,Broj,Oba spola,43,49406
1991,Broj,Oba spola,44,52546
1991,Broj,Oba spola,45,38061
1991,Broj,Oba spola,46,37783
1991,Broj,Oba spola,47,38588
1991,Broj,Oba spola,48,40304
1991,Broj,Oba spola,49,46429
1991,Broj,Oba spola,50,50829
1991,Broj,Oba spola,51,52595
1991,Broj,Oba spola,52,50029
1991,Broj,Oba spola,53,52442
1991,Broj,Oba spola,54,51487
1991,Broj,Oba spola,55,51673
1991,Broj,Oba spola,56,50739
1991,Broj,Oba spola,57,48946
1991,Broj,Oba spola,58,45999
1991,Broj,Oba spola,59,43654
1991,Broj,Oba spola,60,44931
1991,Broj,Oba spola,61,42531
1991,Broj,Oba spola,62,41238
1991,Broj,Oba spola,63,36865
1991,Broj,Oba spola,64,33082
1991,Broj,Oba spola,65,29906
1991,Broj,Oba spola,66,26651
1991,Broj,Oba spola,67,24627
1991,Broj,Oba spola,68,23326
1991,Broj,Oba spola,69,20242
1991,Broj,Oba spola,70,20690
1991,Broj,Oba spola,71,18093
1991,Broj,Oba spola,72,9406
1991,Broj,Oba spola,73,7854
1991,Broj,Oba spola,74,6879
1991,Broj,Oba spola,75,8404
1991,Broj,Oba spola,76,12535
1991,Broj,Oba spola,77,10655
1991,Broj,Oba spola,78,10606
1991,Broj,Oba spola,79,8602
1991,Broj,Oba spola,80,8930
1991,Broj,Oba spola,81,7108
1991,Broj,Oba spola,82,5454
1991,Broj,Oba spola,83,5137
1991,Broj,Oba spola,84,4218
1991,Broj,Oba spola,85,3617
1991,Broj,Oba spola,86,2928
1991,Broj,Oba spola,87,2146
1991,Broj,Oba spola,88,1706
1991,Broj,Oba spola,89,1172
1991,Broj,Oba spola,90,1403
1991,Broj,Oba spola,91,658
1991,Broj,Oba spola,92,385
1991,Broj,Oba spola,93,271
1991,Broj,Oba spola,94,179
1991,Broj,Oba spola,95,151
1991,Broj,Oba spola,96,105
1991,Broj,Oba spola,97,76
1991,Broj,Oba spola,98,68
1991,Broj,Oba spola,99,38
1991,Broj,Oba spola,100,42
1991,Broj,Oba spola,101,25
1991,Broj,Oba spola,102,11
1991,Broj,Oba spola,103,17
1991,Broj,Oba spola,104,6
1991,Broj,Oba spola,105,7
1991,Broj,Oba spola,106,3
1991,Broj,Oba spola,107,5
1991,Broj,Oba spola,108,3
1991,Broj,Oba spola,109,2
1991,Broj,Oba spola,110,4
1991,Broj,Oba spola,111,3
1991,Broj,Oba spola,112,2
1991,Broj,Oba spola,113,3
1991,Broj,Oba spola,114,2
1991,Broj,Oba spola,115,3
1991,Broj,Oba spola,116,1
1991,Broj,Oba spola,117,0
1991,Broj,Oba spola,118,0
1991,Broj,Oba spola,119,0
1991,Broj,Oba spola,120,0
1991,Broj,Oba spola,Unknown,102462
1991,Broj,Oba spola,Total,4377033
2013,Broj,Oba spola,0,32986
2013,Broj,Oba spola,1,34294
2013,Broj,Oba spola,2,34389
2013,Broj,Oba spola,3,35874
2013,Broj,Oba spola,4,36521
2013,Broj,Oba spola,5,36166
2013,Broj,Oba spola,6,34919
2013,Broj,Oba spola,7,34943
2013,Broj,Oba spola,8,35451
2013,Broj,Oba spola,9,35501
2013,Broj,Oba spola,10,36453
2013,Broj,Oba spola,11,36775
2013,Broj,Oba spola,12,38596
2013,Broj,Oba spola,13,39456
2013,Broj,Oba spola,14,41395
2013,Broj,Oba spola,15,45564
2013,Broj,Oba spola,16,52015
2013,Broj,Oba spola,17,51403
2013,Broj,Oba spola,18,50311
2013,Broj,Oba spola,19,43449
2013,Broj,Oba spola,20,38825
2013,Broj,Oba spola,21,44354
2013,Broj,Oba spola,22,48403
2013,Broj,Oba spola,23,48196
2013,Broj,Oba spola,24,48278
2013,Broj,Oba spola,25,50133
2013,Broj,Oba spola,26,49678
2013,Broj,Oba spola,27,49795
2013,Broj,Oba spola,28,50446
2013,Broj,Oba spola,29,52266
2013,Broj,Oba spola,30,50734
2013,Broj,Oba spola,31,50911
2013,Broj,Oba spola,32,50977
2013,Broj,Oba spola,33,50333
2013,Broj,Oba spola,34,49678
2013,Broj,Oba spola,35,49788
2013,Broj,Oba spola,36,49919
2013,Broj,Oba spola,37,51327
2013,Broj,Oba spola,38,49496
2013,Broj,Oba spola,39,48736
2013,Broj,Oba spola,40,48218
2013,Broj,Oba spola,41,49740
2013,Broj,Oba spola,42,48136
2013,Broj,Oba spola,43,46015
2013,Broj,Oba spola,44,49029
2013,Broj,Oba spola,45,49671
2013,Broj,Oba spola,46,51673
2013,Broj,Oba spola,47,52770
2013,Broj,Oba spola,48,53700
2013,Broj,Oba spola,49,53114
2013,Broj,Oba spola,50,53786
2013,Broj,Oba spola,51,56129
2013,Broj,Oba spola,52,55588
2013,Broj,Oba spola,53,55076
2013,Broj,Oba spola,54,55996
2013,Broj,Oba spola,55,52589
2013,Broj,Oba spola,56,50347
2013,Broj,Oba spola,57,51932
2013,Broj,Oba spola,58,52746
2013,Broj,Oba spola,59,50923
2013,Broj,Oba spola,60,50837
2013,Broj,Oba spola,61,46677
2013,Broj,Oba spola,62,42331
2013,Broj,Oba spola,63,42570
2013,Broj,Oba spola,64,40836
2013,Broj,Oba spola,65,35793
2013,Broj,Oba spola,66,37788
2013,Broj,Oba spola,67,29180
2013,Broj,Oba spola,68,25744
2013,Broj,Oba spola,69,25064
2013,Broj,Oba spola,70,25058
2013,Broj,Oba spola,71,26990
2013,Broj,Oba spola,72,29327
2013,Broj,Oba spola,73,30776
2013,Broj,Oba spola,74,28304
2013,Broj,Oba spola,75,27309
2013,Broj,Oba spola,76,25413
2013,Broj,Oba spola,77,23950
2013,Broj,Oba spola,78,21232
2013,Broj,Oba spola,79,19363
2013,Broj,Oba spola,80,16231
2013,Broj,Oba spola,81,14741
2013,Broj,Oba spola,82,12059
2013,Broj,Oba spola,83,10999
2013,Broj,Oba spola,84,8606
2013,Broj,Oba spola,85,7600
2013,Broj,Oba spola,86,5358
2013,Broj,Oba spola,87,4159
2013,Broj,Oba spola,88,3055
2013,Broj,Oba spola,89,2350
2013,Broj,Oba spola,90,1745
2013,Broj,Oba spola,91,1230
2013,Broj,Oba spola,92,825
2013,Broj,Oba spola,93,724
2013,Broj,Oba spola,94,338
2013,Broj,Oba spola,95,149
2013,Broj,Oba spola,96,119
2013,Broj,Oba spola,97,66
2013,Broj,Oba spola,98,92
2013,Broj,Oba spola,99,58
2013,Broj,Oba spola,100,38
2013,Broj,Oba spola,101,24
2013,Broj,Oba spola,102,28
2013,Broj,Oba spola,103,12
2013,Broj,Oba spola,104,6
2013,Broj,Oba spola,105,9
2013,Broj,Oba spola,106,9
2013,Broj,Oba spola,107,8
2013,Broj,Oba spola,108,4
2013,Broj,Oba spola,109,4
2013,Broj,Oba spola,110,5
2013,Broj,Oba spola,111,3
2013,Broj,Oba spola,112,20
2013,Broj,Oba spola,113,31
2013,Broj,Oba spola,114,0
2013,Broj,Oba spola,115,0
2013,Broj,Oba spola,116,0
2013,Broj,Oba spola,117,0
2013,Broj,Oba spola,118,0
2013,Broj,Oba spola,119,0
2013,Broj,Oba spola,120,0
2013,Broj,Oba spola,Unknown,0
2013,Broj,Oba spola,Total,3531159
1971,Broj,M,0,39855
1971,Broj,M,1,40140
1971,Broj,M,2,40345
1971,Broj,M,3,42514
1971,Broj,M,4,44275
1971,Broj,M,5,44853
1971,Broj,M,6,44602
1971,Broj,M,7,45387
1971,Broj,M,8,45063
1971,Broj,M,9,45821
1971,Broj,M,10,46696
1971,Broj,M,11,44938
1971,Broj,M,12,46389
1971,Broj,M,13,43294
1971,Broj,M,14,43749
1971,Broj,M,15,43702
1971,Broj,M,16,46056
1971,Broj,M,17,41463
1971,Broj,M,18,43651
1971,Broj,M,19,34343
1971,Broj,M,20,37872
1971,Broj,M,21,35178
1971,Broj,M,22,31105
1971,Broj,M,23,28805
1971,Broj,M,24,29113
1971,Broj,M,25,21479
1971,Broj,M,26,20768
1971,Broj,M,27,20683
1971,Broj,M,28,21739
1971,Broj,M,29,25055
1971,Broj,M,30,27209
1971,Broj,M,31,28265
1971,Broj,M,32,27411
1971,Broj,M,33,29128
1971,Broj,M,34,28939
1971,Broj,M,35,29324
1971,Broj,M,36,28795
1971,Broj,M,37,28014
1971,Broj,M,38,26985
1971,Broj,M,39,25917
1971,Broj,M,40,26833
1971,Broj,M,41,25872
1971,Broj,M,42,25694
1971,Broj,M,43,21742
1971,Broj,M,44,18640
1971,Broj,M,45,16598
1971,Broj,M,46,14941
1971,Broj,M,47,13862
1971,Broj,M,48,12951
1971,Broj,M,49,11665
1971,Broj,M,50,12359
1971,Broj,M,51,11862
1971,Broj,M,52,6178
1971,Broj,M,53,5402
1971,Broj,M,54,5268
1971,Broj,M,55,6888
1971,Broj,M,56,10612
1971,Broj,M,57,10436
1971,Broj,M,58,11002
1971,Broj,M,59,9890
1971,Broj,M,60,11575
1971,Broj,M,61,11193
1971,Broj,M,62,9774
1971,Broj,M,63,10562
1971,Broj,M,64,9983
1971,Broj,M,65,9043
1971,Broj,M,66,8630
1971,Broj,M,67,7437
1971,Broj,M,68,6961
1971,Broj,M,69,5519
1971,Broj,M,70,8199
1971,Broj,M,71,5243
1971,Broj,M,72,3603
1971,Broj,M,73,3350
1971,Broj,M,74,2741
1971,Broj,M,75,2471
1971,Broj,M,76,2143
1971,Broj,M,77,1806
1971,Broj,M,78,1858
1971,Broj,M,79,1224
1971,Broj,M,80,1214
1971,Broj,M,81,892
1971,Broj,M,82,1006
1971,Broj,M,83,682
1971,Broj,M,84,506
1971,Broj,M,85,504
1971,Broj,M,86,404
1971,Broj,M,87,278
1971,Broj,M,88,253
1971,Broj,M,89,197
1971,Broj,M,90,211
1971,Broj,M,91,129
1971,Broj,M,92,77
1971,Broj,M,93,74
1971,Broj,M,94,64
1971,Broj,M,95,43
1971,Broj,M,96,34
1971,Broj,M,97,37
1971,Broj,M,98,33
1971,Broj,M,99,11
1971,Broj,M,100,15
1971,Broj,M,101,0
1971,Broj,M,102,0
1971,Broj,M,103,0
1971,Broj,M,104,0
1971,Broj,M,105,0
1971,Broj,M,106,0
1971,Broj,M,107,0
1971,Broj,M,108,0
1971,Broj,M,109,0
1971,Broj,M,110,0
1971,Broj,M,111,0
1971,Broj,M,112,0
1971,Broj,M,113,0
1971,Broj,M,114,0
1971,Broj,M,115,0
1971,Broj,M,116,0
1971,Broj,M,117,0
1971,Broj,M,118,0
1971,Broj,M,119,0
1971,Broj,M,120,0
1971,Broj,M,Unknown,7006
1971,Broj,M,Total,1834600
1981,Broj,M,0,38321
1981,Broj,M,1,37447
1981,Broj,M,2,36146
1981,Broj,M,3,36683
1981,Broj,M,4,37897
1981,Broj,M,5,38573
1981,Broj,M,6,38031
1981,Broj,M,7,37634
1981,Broj,M,8,38911
1981,Broj,M,9,39135
1981,Broj,M,10,37373
1981,Broj,M,11,39267
1981,Broj,M,12,39926
1981,Broj,M,13,41472
1981,Broj,M,14,43275
1981,Broj,M,15,44160
1981,Broj,M,16,43733
1981,Broj,M,17,44669
1981,Broj,M,18,44508
1981,Broj,M,19,45336
1981,Broj,M,20,45829
1981,Broj,M,21,42915
1981,Broj,M,22,43335
1981,Broj,M,23,39617
1981,Broj,M,24,39404
1981,Broj,M,25,38628
1981,Broj,M,26,40605
1981,Broj,M,27,36439
1981,Broj,M,28,39072
1981,Broj,M,29,29986
1981,Broj,M,30,33502
1981,Broj,M,31,32445
1981,Broj,M,32,28976
1981,Broj,M,33,26925
1981,Broj,M,34,28330
1981,Broj,M,35,20628
1981,Broj,M,36,20122
1981,Broj,M,37,20344
1981,Broj,M,38,21523
1981,Broj,M,39,24794
1981,Broj,M,40,27219
1981,Broj,M,41,28087
1981,Broj,M,42,26849
1981,Broj,M,43,28321
1981,Broj,M,44,28374
1981,Broj,M,45,28504
1981,Broj,M,46,27922
1981,Broj,M,47,26842
1981,Broj,M,48,25771
1981,Broj,M,49,24577
1981,Broj,M,50,25659
1981,Broj,M,51,24399
1981,Broj,M,52,24438
1981,Broj,M,53,20623
1981,Broj,M,54,17380
1981,Broj,M,55,15446
1981,Broj,M,56,13681
1981,Broj,M,57,12610
1981,Broj,M,58,11699
1981,Broj,M,59,10425
1981,Broj,M,60,10971
1981,Broj,M,61,10294
1981,Broj,M,62,5129
1981,Broj,M,63,4601
1981,Broj,M,64,4370
1981,Broj,M,65,5584
1981,Broj,M,66,8548
1981,Broj,M,67,8156
1981,Broj,M,68,8315
1981,Broj,M,69,7319
1981,Broj,M,70,8174
1981,Broj,M,71,7659
1981,Broj,M,72,6271
1981,Broj,M,73,6618
1981,Broj,M,74,6022
1981,Broj,M,75,5290
1981,Broj,M,76,4738
1981,Broj,M,77,3675
1981,Broj,M,78,3349
1981,Broj,M,79,2393
1981,Broj,M,80,5083
1981,Broj,M,81,1932
1981,Broj,M,82,1291
1981,Broj,M,83,1046
1981,Broj,M,84,869
1981,Broj,M,85,734
1981,Broj,M,86,522
1981,Broj,M,87,431
1981,Broj,M,88,505
1981,Broj,M,89,254
1981,Broj,M,90,258
1981,Broj,M,91,143
1981,Broj,M,92,175
1981,Broj,M,93,129
1981,Broj,M,94,115
1981,Broj,M,95,101
1981,Broj,M,96,80
1981,Broj,M,97,78
1981,Broj,M,98,57
1981,Broj,M,99,26
1981,Broj,M,100,26
1981,Broj,M,101,0
1981,Broj,M,102,0
1981,Broj,M,103,0
1981,Broj,M,104,0
1981,Broj,M,105,0
1981,Broj,M,106,0
1981,Broj,M,107,0
1981,Broj,M,108,0
1981,Broj,M,109,0
1981,Broj,M,110,0
1981,Broj,M,111,0
1981,Broj,M,112,0
1981,Broj,M,113,0
1981,Broj,M,114,0
1981,Broj,M,115,0
1981,Broj,M,116,0
1981,Broj,M,117,0
1981,Broj,M,118,0
1981,Broj,M,119,0
1981,Broj,M,120,0
1981,Broj,M,Unknown,4840
1981,Broj,M,Total,2050913
1991,Broj,M,0,33218
1991,Broj,M,1,33649
1991,Broj,M,2,33897
1991,Broj,M,3,35074
1991,Broj,M,4,34697
1991,Broj,M,5,35053
1991,Broj,M,6,35623
1991,Broj,M,7,35653
1991,Broj,M,8,36064
1991,Broj,M,9,35595
1991,Broj,M,10,35484
1991,Broj,M,11,35563
1991,Broj,M,12,34973
1991,Broj,M,13,35735
1991,Broj,M,14,36177
1991,Broj,M,15,36775
1991,Broj,M,16,36526
1991,Broj,M,17,36274
1991,Broj,M,18,37682
1991,Broj,M,19,38035
1991,Broj,M,20,35834
1991,Broj,M,21,37372
1991,Broj,M,22,37333
1991,Broj,M,23,38615
1991,Broj,M,24,39570
1991,Broj,M,25,39653
1991,Broj,M,26,38198
1991,Broj,M,27,38373
1991,Broj,M,28,38483
1991,Broj,M,29,39334
1991,Broj,M,30,38970
1991,Broj,M,31,37430
1991,Broj,M,32,38535
1991,Broj,M,33,35795
1991,Broj,M,34,35913
1991,Broj,M,35,35430
1991,Broj,M,36,37697
1991,Broj,M,37,33570
1991,Broj,M,38,36844
1991,Broj,M,39,28483
1991,Broj,M,40,31089
1991,Broj,M,41,30556
1991,Broj,M,42,26794
1991,Broj,M,43,24697
1991,Broj,M,44,26297
1991,Broj,M,45,18979
1991,Broj,M,46,18598
1991,Broj,M,47,19015
1991,Broj,M,48,19730
1991,Broj,M,49,22671
1991,Broj,M,50,24944
1991,Broj,M,51,25614
1991,Broj,M,52,24182
1991,Broj,M,53,25571
1991,Broj,M,54,25069
1991,Broj,M,55,25115
1991,Broj,M,56,24538
1991,Broj,M,57,23699
1991,Broj,M,58,22154
1991,Broj,M,59,21413
1991,Broj,M,60,21754
1991,Broj,M,61,20474
1991,Broj,M,62,19818
1991,Broj,M,63,16822
1991,Broj,M,64,14056
1991,Broj,M,65,11951
1991,Broj,M,66,10452
1991,Broj,M,67,9571
1991,Broj,M,68,8529
1991,Broj,M,69,7599
1991,Broj,M,70,7375
1991,Broj,M,71,6890
1991,Broj,M,72,3298
1991,Broj,M,73,2787
1991,Broj,M,74,2543
1991,Broj,M,75,3054
1991,Broj,M,76,4611
1991,Broj,M,77,4074
1991,Broj,M,78,3930
1991,Broj,M,79,3466
1991,Broj,M,80,3401
1991,Broj,M,81,3047
1991,Broj,M,82,2304
1991,Broj,M,83,2159
1991,Broj,M,84,1748
1991,Broj,M,85,1393
1991,Broj,M,86,1131
1991,Broj,M,87,782
1991,Broj,M,88,658
1991,Broj,M,89,427
1991,Broj,M,90,436
1991,Broj,M,91,240
1991,Broj,M,92,122
1991,Broj,M,93,84
1991,Broj,M,94,52
1991,Broj,M,95,37
1991,Broj,M,96,29
1991,Broj,M,97,11
1991,Broj,M,98,23
1991,Broj,M,99,9
1991,Broj,M,100,5
1991,Broj,M,101,6
1991,Broj,M,102,1
1991,Broj,M,103,3
1991,Broj,M,104,1
1991,Broj,M,105,2
1991,Broj,M,106,0
1991,Broj,M,107,2
1991,Broj,M,108,2
1991,Broj,M,109,1
1991,Broj,M,110,0
1991,Broj,M,111,1
1991,Broj,M,112,1
1991,Broj,M,113,2
1991,Broj,M,114,0
1991,Broj,M,115,1
1991,Broj,M,116,1
1991,Broj,M,117,0
1991,Broj,M,118,0
1991,Broj,M,119,0
1991,Broj,M,120,0
1991,Broj,M,Unknown,48715
1991,Broj,M,Total,2183795
2013,Broj,M,0,16903
2013,Broj,M,1,17554
2013,Broj,M,2,17702
2013,Broj,M,3,18414
2013,Broj,M,4,18869
2013,Broj,M,5,18628
2013,Broj,M,6,17919
2013,Broj,M,7,17840
2013,Broj,M,8,18233
2013,Broj,M,9,18261
