Year,UNIT_MEASURE,Spol,Starosna dob,Value
1971,% od ukupno,Ž,61,0.32
1971,% od ukupno,Ž,62,0.28
1971,% od ukupno,Ž,63,0.29
1971,% od ukupno,Ž,64,0.28
1971,% od ukupno,Ž,65,0.29
1971,% od ukupno,Ž,66,0.25
1971,% od ukupno,Ž,67,0.21
1971,% od ukupno,Ž,68,0.19
1971,% od ukupno,Ž,69,0.18
1971,% od ukupno,Ž,70,0.34
1971,% od ukupno,Ž,71,0.16
1971,% od ukupno,Ž,72,0.12
1971,% od ukupno,Ž,73,0.10
1971,% od ukupno,Ž,74,0.10
1971,% od ukupno,Ž,75,0.10
1971,% od ukupno,Ž,76,0.08
1971,% od ukupno,Ž,77,0.06
1971,% od ukupno,Ž,78,0.07
1971,% od ukupno,Ž,79,0.05
1971,% od ukupno,Ž,80,0.07
1971,% od ukupno,Ž,81,0.04
1971,% od ukupno,Ž,82,0.05
1971,% od ukupno,Ž,83,0.03
1971,% od ukupno,Ž,84,0.03
1971,% od ukupno,Ž,85,0.03
1971,% od ukupno,Ž,86,0.02
1971,% od ukupno,Ž,87,0.01
1971,% od ukupno,Ž,88,0.01
1971,% od ukupno,Ž,89,0.01
1971,% od ukupno,Ž,90,0.02
1971,% od ukupno,Ž,91,0.01
1971,% od ukupno,Ž,92,0.01
1971,% od ukupno,Ž,93,0.00
1971,% od ukupno,Ž,94,0.00
1971,% od ukupno,Ž,95,0.01
1971,% od ukupno,Ž,96,0.00
1971,% od ukupno,Ž,97,0.00
1971,% od ukupno,Ž,98,0.00
1971,% od ukupno,Ž,99,0.00
1971,% od ukupno,Ž,100,0.00
1971,% od ukupno,Ž,101,0.00
1971,% od ukupno,Ž,102,0.00
1971,% od ukupno,Ž,103,0.00
1971,% od ukupno,Ž,104,0.00
1971,% od ukupno,Ž,105,0.00
1971,% od ukupno,Ž,106,0.00
1971,% od ukupno,Ž,107,0.00
1971,% od ukupno,Ž,108,0.00
1971,% od ukupno,Ž,109,0.00
1971,% od ukupno,Ž,110,0.00
1971,% od ukupno,Ž,111,0.00
1971,% od ukupno,Ž,112,0.00
1971,% od ukupno,Ž,113,0.00
1971,% od ukupno,Ž,114,0.00
1971,% od ukupno,Ž,115,0.00
1971,% od ukupno,Ž,116,0.00
1971,% od ukupno,Ž,117,0.00
1971,% od ukupno,Ž,118,0.00
1971,% od ukupno,Ž,119,0.00
1971,% od ukupno,Ž,120,0.00
1971,% od ukupno,Ž,Unknown,0.19
1971,% od ukupno,Ž,Total,51.03
1981,% od ukupno,Ž,0,0.90
1981,% od ukupno,Ž,1,0.87
1981,% od ukupno,Ž,2,0.83
1981,% od ukupno,Ž,3,0.85
1981,% od ukupno,Ž,4,0.88
1981,% od ukupno,Ž,5,0.89
1981,% od ukupno,Ž,6,0.88
1981,% od ukupno,Ž,7,0.87
1981,% od ukupno,Ž,8,0.89
1981,% od ukupno,Ž,9,0.91
1981,% od ukupno,Ž,10,0.87
1981,% od ukupno,Ž,11,0.89
1981,% od ukupno,Ž,12,0.93
1981,% od ukupno,Ž,13,0.96
1981,% od ukupno,Ž,14,1.00
1981,% od ukupno,Ž,15,1.02
1981,% od ukupno,Ž,16,1.02
1981,% od ukupno,Ž,17,1.02
1981,% od ukupno,Ž,18,1.03
1981,% od ukupno,Ž,19,1.02
1981,% od ukupno,Ž,20,1.02
1981,% od ukupno,Ž,21,0.95
1981,% od ukupno,Ž,22,0.96
1981,% od ukupno,Ž,23,0.88
1981,% od ukupno,Ž,24,0.89
1981,% od ukupno,Ž,25,0.87
1981,% od ukupno,Ž,26,0.91
1981,% od ukupno,Ž,27,0.82
1981,% od ukupno,Ž,28,0.91
1981,% od ukupno,Ž,29,0.68
1981,% od ukupno,Ž,30,0.77
1981,% od ukupno,Ž,31,0.75
1981,% od ukupno,Ž,32,0.69
1981,% od ukupno,Ž,33,0.63
1981,% od ukupno,Ž,34,0.66
1981,% od ukupno,Ž,35,0.50
1981,% od ukupno,Ž,36,0.49
1981,% od ukupno,Ž,37,0.50
1981,% od ukupno,Ž,38,0.54
1981,% od ukupno,Ž,39,0.61
1981,% od ukupno,Ž,40,0.66
1981,% od ukupno,Ž,41,0.70
1981,% od ukupno,Ž,42,0.67
1981,% od ukupno,Ž,43,0.69
1981,% od ukupno,Ž,44,0.70
1981,% od ukupno,Ž,45,0.69
1981,% od ukupno,Ž,46,0.68
1981,% od ukupno,Ž,47,0.67
1981,% od ukupno,Ž,48,0.64
1981,% od ukupno,Ž,49,0.57
1981,% od ukupno,Ž,50,0.61
1981,% od ukupno,Ž,51,0.58
1981,% od ukupno,Ž,52,0.60
1981,% od ukupno,Ž,53,0.54
1981,% od ukupno,Ž,54,0.52
1981,% od ukupno,Ž,55,0.51
1981,% od ukupno,Ž,56,0.46
1981,% od ukupno,Ž,57,0.43
1981,% od ukupno,Ž,58,0.45
1981,% od ukupno,Ž,59,0.35
1981,% od ukupno,Ž,60,0.43
1981,% od ukupno,Ž,61,0.35
1981,% od ukupno,Ž,62,0.21
1981,% od ukupno,Ž,63,0.18
1981,% od ukupno,Ž,64,0.16
1981,% od ukupno,Ž,65,0.21
1981,% od ukupno,Ž,66,0.32
1981,% od ukupno,Ž,67,0.27
1981,% od ukupno,Ž,68,0.30
1981,% od ukupno,Ž,69,0.23
1981,% od ukupno,Ž,70,0.29
1981,% od ukupno,Ž,71,0.21
1981,% od ukupno,Ž,72,0.18
1981,% od ukupno,Ž,73,0.18
1981,% od ukupno,Ž,74,0.17
1981,% od ukupno,Ž,75,0.17
1981,% od ukupno,Ž,76,0.14
1981,% od ukupno,Ž,77,0.12
1981,% od ukupno,Ž,78,0.10
1981,% od ukupno,Ž,79,0.08
1981,% od ukupno,Ž,80,0.19
1981,% od ukupno,Ž,81,0.06
1981,% od ukupno,Ž,82,0.04
1981,% od ukupno,Ž,83,0.04
1981,% od ukupno,Ž,84,0.03
1981,% od ukupno,Ž,85,0.03
1981,% od ukupno,Ž,86,0.02
1981,% od ukupno,Ž,87,0.02
1981,% od ukupno,Ž,88,0.02
1981,% od ukupno,Ž,89,0.01
1981,% od ukupno,Ž,90,0.02
1981,% od ukupno,Ž,91,0.01
1981,% od ukupno,Ž,92,0.01
1981,% od ukupno,Ž,93,0.01
1981,% od ukupno,Ž,94,0.01
1981,% od ukupno,Ž,95,0.00
1981,% od ukupno,Ž,96,0.00
1981,% od ukupno,Ž,97,0.00
1981,% od ukupno,Ž,98,0.00
1981,% od ukupno,Ž,99,0.00
1981,% od ukupno,Ž,100,0.00
1981,% od ukupno,Ž,101,0.00
1981,% od ukupno,Ž,102,0.00
1981,% od ukupno,Ž,103,0.00
1981,% od ukupno,Ž,104,0.00
1981,% od ukupno,Ž,105,0.00
1981,% od ukupno,Ž,106,0.00
1981,% od ukupno,Ž,107,0.00
1981,% od ukupno,Ž,108,0.00
1981,% od ukupno,Ž,109,0.00
1981,% od ukupno,Ž,110,0.00
1981,% od ukupno,Ž,111,0.00
1981,% od ukupno,Ž,112,0.00
1981,% od ukupno,Ž,113,0.00
1981,% od ukupno,Ž,114,0.00
1981,% od ukupno,Ž,115,0.00
1981,% od ukupno,Ž,116,0.00
1981,% od ukupno,Ž,117,0.00
1981,% od ukupno,Ž,118,0.00
1981,% od ukupno,Ž,119,0.00
1981,% od ukupno,Ž,120,0.00
1981,% od ukupno,Ž,Unknown,0.12
1981,% od ukupno,Ž,Total,50.27
1991,% od ukupno,Ž,0,0.72
1991,% od ukupno,Ž,1,0.73
1991,% od ukupno,Ž,2,0.74
1991,% od ukupno,Ž,3,0.76
1991,% od ukupno,Ž,4,0.75
1991,% od ukupno,Ž,5,0.77
1991,% od ukupno,Ž,6,0.77
1991,% od ukupno,Ž,7,0.77
1991,% od ukupno,Ž,8,0.78
1991,% od ukupno,Ž,9,0.77
1991,% od ukupno,Ž,10,0.78
1991,% od ukupno,Ž,11,0.77
1991,% od ukupno,Ž,12,0.76
1991,% od ukupno,Ž,13,0.77
1991,% od ukupno,Ž,14,0.80
1991,% od ukupno,Ž,15,0.80
1991,% od ukupno,Ž,16,0.79
1991,% od ukupno,Ž,17,0.79
1991,% od ukupno,Ž,18,0.80
1991,% od ukupno,Ž,19,0.81
1991,% od ukupno,Ž,20,0.76
1991,% od ukupno,Ž,21,0.77
1991,% od ukupno,Ž,22,0.77
1991,% od ukupno,Ž,23,0.80
1991,% od ukupno,Ž,24,0.82
1991,% od ukupno,Ž,25,0.82
1991,% od ukupno,Ž,26,0.80
1991,% od ukupno,Ž,27,0.80
1991,% od ukupno,Ž,28,0.81
1991,% od ukupno,Ž,29,0.83
1991,% od ukupno,Ž,30,0.84
1991,% od ukupno,Ž,31,0.80
1991,% od ukupno,Ž,32,0.83
1991,% od ukupno,Ž,33,0.76
1991,% od ukupno,Ž,34,0.77
1991,% od ukupno,Ž,35,0.76
1991,% od ukupno,Ž,36,0.81
1991,% od ukupno,Ž,37,0.72
1991,% od ukupno,Ž,38,0.81
1991,% od ukupno,Ž,39,0.61
1991,% od ukupno,Ž,40,0.68
1991,% od ukupno,Ž,41,0.67
1991,% od ukupno,Ž,42,0.61
1991,% od ukupno,Ž,43,0.56
1991,% od ukupno,Ž,44,0.60
1991,% od ukupno,Ž,45,0.44
1991,% od ukupno,Ž,46,0.44
1991,% od ukupno,Ž,47,0.45
1991,% od ukupno,Ž,48,0.47
1991,% od ukupno,Ž,49,0.54
1991,% od ukupno,Ž,50,0.59
1991,% od ukupno,Ž,51,0.62
1991,% od ukupno,Ž,52,0.59
1991,% od ukupno,Ž,53,0.61
1991,% od ukupno,Ž,54,0.60
1991,% od ukupno,Ž,55,0.61
1991,% od ukupno,Ž,56,0.60
1991,% od ukupno,Ž,57,0.58
1991,% od ukupno,Ž,58,0.54
1991,% od ukupno,Ž,59,0.51
1991,% od ukupno,Ž,60,0.53
1991,% od ukupno,Ž,61,0.50
1991,% od ukupno,Ž,62,0.49
1991,% od ukupno,Ž,63,0.46
1991,% od ukupno,Ž,64,0.43
1991,% od ukupno,Ž,65,0.41
1991,% od ukupno,Ž,66,0.37
1991,% od ukupno,Ž,67,0.34
1991,% od ukupno,Ž,68,0.34
1991,% od ukupno,Ž,69,0.29
1991,% od ukupno,Ž,70,0.30
1991,% od ukupno,Ž,71,0.26
1991,% od ukupno,Ž,72,0.14
1991,% od ukupno,Ž,73,0.12
1991,% od ukupno,Ž,74,0.10
1991,% od ukupno,Ž,75,0.12
1991,% od ukupno,Ž,76,0.18
1991,% od ukupno,Ž,77,0.15
1991,% od ukupno,Ž,78,0.15
1991,% od ukupno,Ž,79,0.12
1991,% od ukupno,Ž,80,0.13
1991,% od ukupno,Ž,81,0.09
1991,% od ukupno,Ž,82,0.07
1991,% od ukupno,Ž,83,0.07
1991,% od ukupno,Ž,84,0.06
1991,% od ukupno,Ž,85,0.05
1991,% od ukupno,Ž,86,0.04
1991,% od ukupno,Ž,87,0.03
1991,% od ukupno,Ž,88,0.02
1991,% od ukupno,Ž,89,0.02
1991,% od ukupno,Ž,90,0.02
1991,% od ukupno,Ž,91,0.01
1991,% od ukupno,Ž,92,0.01
1991,% od ukupno,Ž,93,0.00
1991,% od ukupno,Ž,94,0.00
1991,% od ukupno,Ž,95,0.00
1991,% od ukupno,Ž,96,0.00
1991,% od ukupno,Ž,97,0.00
1991,% od ukupno,Ž,98,0.00
1991,% od ukupno,Ž,99,0.00
1991,% od ukupno,Ž,100,0.00
1991,% od ukupno,Ž,101,0.00
1991,% od ukupno,Ž,102,0.00
1991,% od ukupno,Ž,103,0.00
1991,% od ukupno,Ž,104,0.00
1991,% od ukupno,Ž,105,0.00
1991,% od ukupno,Ž,106,0.00
1991,% od ukupno,Ž,107,0.00
1991,% od ukupno,Ž,108,0.00
1991,% od ukupno,Ž,109,0.00
1991,% od ukupno,Ž,110,0.00
1991,% od ukupno,Ž,111,0.00
1991,% od ukupno,Ž,112,0.00
1991,% od ukupno,Ž,113,0.00
1991,% od ukupno,Ž,114,0.00
1991,% od ukupno,Ž,115,0.00
1991,% od ukupno,Ž,116,0.00
1991,% od ukupno,Ž,117,0.00
1991,% od ukupno,Ž,118,0.00
1991,% od ukupno,Ž,119,0.00
1991,% od ukupno,Ž,120,0.00
1991,% od ukupno,Ž,Unknown,1.23
1991,% od ukupno,Ž,Total,50.11
2013,% od ukupno,Ž,0,0.46
2013,% od ukupno,Ž,1,0.47
2013,% od ukupno,Ž,2,0.47
2013,% od ukupno,Ž,3,0.49
2013,% od ukupno,Ž,4,0.50
2013,% od ukupno,Ž,5,0.50
2013,% od ukupno,Ž,6,0.48
2013,% od ukupno,Ž,7,0.48
2013,% od ukupno,Ž,8,0.49
2013,% od ukupno,Ž,9,0.49
2013,% od ukupno,Ž,10,0.50
2013,% od ukupno,Ž,11,0.51
2013,% od ukupno,Ž,12,0.53
2013,% od ukupno,Ž,13,0.55
2013,% od ukupno,Ž,14,0.58
2013,% od ukupno,Ž,15,0.63
2013,% od ukupno,Ž,16,0.71
2013,% od ukupno,Ž,17,0.71
2013,% od ukupno,Ž,18,0.70
2013,% od ukupno,Ž,19,0.59
2013,% od ukupno,Ž,20,0.53
2013,% od ukupno,Ž,21,0.62
2013,% od ukupno,Ž,22,0.67
2013,% od ukupno,Ž,23,0.66
2013,% od ukupno,Ž,24,0.67
2013,% od ukupno,Ž,25,0.69
2013,% od ukupno,Ž,26,0.68
2013,% od ukupno,Ž,27,0.69
2013,% od ukupno,Ž,28,0.69
2013,% od ukupno,Ž,29,0.73
2013,% od ukupno,Ž,30,0.70
2013,% od ukupno,Ž,31,0.70
2013,% od ukupno,Ž,32,0.71
2013,% od ukupno,Ž,33,0.70
2013,% od ukupno,Ž,34,0.69
2013,% od ukupno,Ž,35,0.69
2013,% od ukupno,Ž,36,0.70
2013,% od ukupno,Ž,37,0.72
2013,% od ukupno,Ž,38,0.69
2013,% od ukupno,Ž,39,0.68
2013,% od ukupno,Ž,40,0.68
2013,% od ukupno,Ž,41,0.70
2013,% od ukupno,Ž,42,0.68
2013,% od ukupno,Ž,43,0.65
2013,% od ukupno,Ž,44,0.69
2013,% od ukupno,Ž,45,0.70
2013,% od ukupno,Ž,46,0.73
2013,% od ukupno,Ž,47,0.75
2013,% od ukupno,Ž,48,0.77
2013,% od ukupno,Ž,49,0.76
2013,% od ukupno,Ž,50,0.77
2013,% od ukupno,Ž,51,0.81
2013,% od ukupno,Ž,52,0.80
2013,% od ukupno,Ž,53,0.80
2013,% od ukupno,Ž,54,0.81
2013,% od ukupno,Ž,55,0.77
2013,% od ukupno,Ž,56,0.73
2013,% od ukupno,Ž,57,0.75
2013,% od ukupno,Ž,58,0.77
2013,% od ukupno,Ž,59,0.74
2013,% od ukupno,Ž,60,0.75
2013,% od ukupno,Ž,61,0.70
2013,% od ukupno,Ž,62,0.63
2013,% od ukupno,Ž,63,0.65
2013,% od ukupno,Ž,64,0.62
2013,% od ukupno,Ž,65,0.56
2013,% od ukupno,Ž,66,0.58
2013,% od ukupno,Ž,67,0.45
2013,% od ukupno,Ž,68,0.41
2013,% od ukupno,Ž,69,0.39
2013,% od ukupno,Ž,70,0.41
2013,% od ukupno,Ž,71,0.43
2013,% od ukupno,Ž,72,0.48
2013,% od ukupno,Ž,73,0.50
2013,% od ukupno,Ž,74,0.46
2013,% od ukupno,Ž,75,0.45
2013,% od ukupno,Ž,76,0.42
2013,% od ukupno,Ž,77,0.41
2013,% od ukupno,Ž,78,0.36
2013,% od ukupno,Ž,79,0.33
2013,% od ukupno,Ž,80,0.28
2013,% od ukupno,Ž,81,0.26
2013,% od ukupno,Ž,82,0.21
2013,% od ukupno,Ž,83,0.20
2013,% od ukupno,Ž,84,0.15
2013,% od ukupno,Ž,85,0.13
2013,% od ukupno,Ž,86,0.10
2013,% od ukupno,Ž,87,0.08
2013,% od ukupno,Ž,88,0.06
2013,% od ukupno,Ž,89,0.05
2013,% od ukupno,Ž,90,0.04
2013,% od ukupno,Ž,91,0.03
2013,% od ukupno,Ž,92,0.02
2013,% od ukupno,Ž,93,0.02
2013,% od ukupno,Ž,94,0.01
2013,% od ukupno,Ž,95,0.00
2013,% od ukupno,Ž,96,0.00
2013,% od ukupno,Ž,97,0.00
2013,% od ukupno,Ž,98,0.00
2013,% od ukupno,Ž,99,0.00
2013,% od ukupno,Ž,100,0.00
2013,% od ukupno,Ž,101,0.00
2013,% od ukupno,Ž,102,0.00
2013,% od ukupno,Ž,103,0.00
2013,% od ukupno,Ž,104,0.00
2013,% od ukupno,Ž,105,0.00
2013,% od ukupno,Ž,106,0.00
2013,% od ukupno,Ž,107,0.00
2013,% od ukupno,Ž,108,0.00
2013,% od ukupno,Ž,109,0.00
2013,% od ukupno,Ž,110,0.00
2013,% od ukupno,Ž,111,0.00
2013,% od ukupno,Ž,112,0.00
2013,% od ukupno,Ž,113,0.00
2013,% od ukupno,Ž,114,0.00
2013,% od ukupno,Ž,115,0.00
2013,% od ukupno,Ž,116,0.00
2013,% od ukupno,Ž,117,0.00
2013,% od ukupno,Ž,118,0.00
2013,% od ukupno,Ž,119,0.00
2013,% od ukupno,Ž,120,0.00
2013,% od ukupno,Ž,Unknown,0.00
2013,% od ukupno,Ž,Total,50.94
