Year,Value,UNIT_MEASURE
2003,346,Број
2004,353,Број
2005,355,Број
2006,345,Број
2007,355,Број
2008,346,Број
2009,338,Број
2010,345,Број
2011,343,Број
2012,343,Број
2013,343,Број
2014,340,Број
2015,331,Број
2016,334,Број
2017,332,Број
2018,345,Број
2019,307,Број
2020,323,Број
2021,328,Број
2022,304,Број
2023,303,Број
2024,320,Број
