Year,UNIT_MEASURE,Value
2003,children_pre_woman,
2004,children_pre_woman,
2005,children_pre_woman,
2006,children_pre_woman,
2007,children_pre_woman,
2008,children_pre_woman,
2009,children_pre_woman,
2010,children_pre_woman,
2011,children_pre_woman,
2012,children_pre_woman,
2013,children_pre_woman,
2014,children_pre_woman,
2015,children_pre_woman,
2016,children_pre_woman,
2017,children_pre_woman,
2018,children_pre_woman,
2019,children_pre_woman,
2020,children_pre_woman,
