Year,UNIT_MEASURE,Value
2020,crude_death_rate_1000,9.9
2025,crude_death_rate_1000,10.8
2030,crude_death_rate_1000,12.0
2035,crude_death_rate_1000,13.3
2040,crude_death_rate_1000,14.9
2045,crude_death_rate_1000,16.5
2050,crude_death_rate_1000,17.9
2055,crude_death_rate_1000,19.1
2060,crude_death_rate_1000,20.1
2065,crude_death_rate_1000,20.9
2070,crude_death_rate_1000,21.6
