Year,UNIT_MEASURE,SEX,AGE,Value
1991,NUMBER,M,55-59,"116919 "
1991,NUMBER,M,60-64,"92924 "
1991,NUMBER,M,65-69,"48102 "
1991,NUMBER,M,70-74,"22893 "
1991,NUMBER,M,75-79,"19135 "
1991,NUMBER,M,80-84,"12659 "
1991,NUMBER,M,85-89,"4391 "
1991,NUMBER,M,90-94,"934 "
1991,NUMBER,M,95-99,"109 "
1991,NUMBER,M,100-104,"16 "
1991,NUMBER,M,105-109,"7 "
1991,NUMBER,M,110-114,"4 "
1991,NUMBER,M,115-120,"2 "
1991,NUMBER,M,Unknown,"48715 "
1991,NUMBER,M,Total,"2183795 "
1991,NUMBER,M,0-14,"526455 "
1991,NUMBER,M,15-29,"568057 "
1991,NUMBER,M,15-49,"1165150 "
1991,NUMBER,M,15-64,"1500373 "
1991,NUMBER,M,65+,"156967 "
1991,NUMBER,M,75+,"85972 "
1991,NUMBER,M,85+,"5463 "
1991,NUMBER,M,100+,"29 "
2013,NUMBER,M,0-4,89442
2013,NUMBER,M,5-9,90881
2013,NUMBER,M,10-14,98653
2013,NUMBER,M,15-19,124900
2013,NUMBER,M,20-24,116883
2013,NUMBER,M,25-29,129248
2013,NUMBER,M,30-34,128593
2013,NUMBER,M,35-39,126145
2013,NUMBER,M,40-44,121595
2013,NUMBER,M,45-49,130087
2013,NUMBER,M,50-54,136153
2013,NUMBER,M,55-59,125576
2013,NUMBER,M,60-64,104970
2013,NUMBER,M,65-69,69066
2013,NUMBER,M,70-74,59854
2013,NUMBER,M,75-79,47403
2013,NUMBER,M,80-84,23769
2013,NUMBER,M,85-89,7555
2013,NUMBER,M,90-94,1311
2013,NUMBER,M,95-99,108
2013,NUMBER,M,100-104,29
2013,NUMBER,M,105-109,17
2013,NUMBER,M,110-114,32
2013,NUMBER,M,115-120,0
2013,NUMBER,M,Unknown,0
2013,NUMBER,M,Total,1732270
2013,NUMBER,M,0-14,278976
2013,NUMBER,M,15-29,371031
2013,NUMBER,M,15-49,877451
2013,NUMBER,M,15-64,1244150
2013,NUMBER,M,65+,209144
2013,NUMBER,M,75+,80224
2013,NUMBER,M,85+,9052
2013,NUMBER,M,100+,78
1971,NUMBER,F,0-4,198376
1971,NUMBER,F,5-9,216939
1971,NUMBER,F,10-14,217133
1971,NUMBER,F,15-19,202172
1971,NUMBER,F,20-24,157244
1971,NUMBER,F,25-29,116003
1971,NUMBER,F,30-34,148858
1971,NUMBER,F,35-39,141447
1971,NUMBER,F,40-44,124235
1971,NUMBER,F,45-49,96224
1971,NUMBER,F,50-54,60771
1971,NUMBER,F,55-59,65801
1971,NUMBER,F,60-64,59640
1971,NUMBER,F,65-69,42218
1971,NUMBER,F,70-74,30413
1971,NUMBER,F,75-79,13548
1971,NUMBER,F,80-84,7852
1971,NUMBER,F,85-89,3476
1971,NUMBER,F,90-94,1383
1971,NUMBER,F,95-99,514
1971,NUMBER,F,100-104,47
1971,NUMBER,F,105-109,0
1971,NUMBER,F,110-114,0
1971,NUMBER,F,115-120,0
1971,NUMBER,F,Unknown,7217
1971,NUMBER,F,Total,1911511
1971,NUMBER,F,0-14,632448
1971,NUMBER,F,15-29,475419
1971,NUMBER,F,15-49,986183
1971,NUMBER,F,15-64,1172395
1971,NUMBER,F,65+,106668
1971,NUMBER,F,75+,34037
1971,NUMBER,F,85+,5420
1971,NUMBER,F,100+,47
1981,NUMBER,F,0-4,"178838 "
1981,NUMBER,F,5-9,"183481 "
1981,NUMBER,F,10-14,"191711 "
1981,NUMBER,F,15-19,"210898 "
1981,NUMBER,F,20-24,"193651 "
1981,NUMBER,F,25-29,"173043 "
1981,NUMBER,F,30-34,"144324 "
1981,NUMBER,F,35-39,"109307 "
1981,NUMBER,F,40-44,"141287 "
1981,NUMBER,F,45-49,"134041 "
1981,NUMBER,F,50-54,"118016 "
1981,NUMBER,F,55-59,"90513 "
1981,NUMBER,F,60-64,"54766 "
1981,NUMBER,F,65-69,"54352 "
1981,NUMBER,F,70-74,"42853 "
1981,NUMBER,F,75-79,"25165 "
1981,NUMBER,F,80-84,"15007 "
1981,NUMBER,F,85-89,"4452 "
1981,NUMBER,F,90-94,"1803 "
1981,NUMBER,F,95-99,"685 "
1981,NUMBER,F,100-104,"83 "
1981,NUMBER,F,105-109,"0 "
1981,NUMBER,F,110-114,"0 "
1981,NUMBER,F,115-120,"0 "
1981,NUMBER,F,Unknown,"5067 "
1981,NUMBER,F,Total,"2073343 "
1981,NUMBER,F,0-14,"554030 "
1981,NUMBER,F,15-29,"577592 "
1981,NUMBER,F,15-49,"1106551 "
1981,NUMBER,F,15-64,"1369846 "
1981,NUMBER,F,65+,"149467 "
1981,NUMBER,F,75+,"52262 "
1981,NUMBER,F,85+,"7023 "
1981,NUMBER,F,100+,"83 "
1991,NUMBER,F,0-4,"161887 "
1991,NUMBER,F,5-9,"169391 "
1991,NUMBER,F,10-14,"169658 "
1991,NUMBER,F,15-19,"174716 "
1991,NUMBER,F,20-24,"171267 "
1991,NUMBER,F,25-29,"177735 "
1991,NUMBER,F,30-34,"175211 "
1991,NUMBER,F,35-39,"162545 "
1991,NUMBER,F,40-44,"136979 "
1991,NUMBER,F,45-49,"102172 "
1991,NUMBER,F,50-54,"132002 "
1991,NUMBER,F,55-59,"124092 "
1991,NUMBER,F,60-64,"105723 "
1991,NUMBER,F,65-69,"76650 "
1991,NUMBER,F,70-74,"40029 "
1991,NUMBER,F,75-79,"31667 "
1991,NUMBER,F,80-84,"18188 "
1991,NUMBER,F,85-89,"7178 "
1991,NUMBER,F,90-94,"1962 "
1991,NUMBER,F,95-99,"329 "
1991,NUMBER,F,100-104,"85 "
1991,NUMBER,F,105-109,"13 "
1991,NUMBER,F,110-114,"10 "
1991,NUMBER,F,115-120,"2 "
1991,NUMBER,F,Unknown,"53747 "
1991,NUMBER,F,Total,"2193238 "
1991,NUMBER,F,0-14,"500936 "
1991,NUMBER,F,15-29,"523718 "
1991,NUMBER,F,15-49,"1100625 "
1991,NUMBER,F,15-64,"1462442 "
1991,NUMBER,F,65+,"229860 "
1991,NUMBER,F,75+,"113181 "
1991,NUMBER,F,85+,"9579 "
1991,NUMBER,F,100+,"110 "
2013,NUMBER,F,0-4,84622
2013,NUMBER,F,5-9,86099
2013,NUMBER,F,10-14,94022
2013,NUMBER,F,15-19,117842
2013,NUMBER,F,20-24,111173
2013,NUMBER,F,25-29,123070
2013,NUMBER,F,30-34,124040
2013,NUMBER,F,35-39,123121
2013,NUMBER,F,40-44,119543
2013,NUMBER,F,45-49,130841
2013,NUMBER,F,50-54,140422
2013,NUMBER,F,55-59,132961
2013,NUMBER,F,60-64,118281
2013,NUMBER,F,65-69,84503
2013,NUMBER,F,70-74,80601
2013,NUMBER,F,75-79,69864
2013,NUMBER,F,80-84,38867
2013,NUMBER,F,85-89,14967
2013,NUMBER,F,90-94,3551
2013,NUMBER,F,95-99,376
2013,NUMBER,F,100-104,79
2013,NUMBER,F,105-109,17
2013,NUMBER,F,110-114,27
2013,NUMBER,F,115-120,0
2013,NUMBER,F,Unknown,0
2013,NUMBER,F,Total,1798889
2013,NUMBER,F,0-14,264743
2013,NUMBER,F,15-29,352085
2013,NUMBER,F,15-49,849630
2013,NUMBER,F,15-64,1241294
2013,NUMBER,F,65+,292852
2013,NUMBER,F,75+,127748
2013,NUMBER,F,85+,19017
2013,NUMBER,F,100+,123
1971,_%,_T,0-4,10.82
1971,_%,_T,5-9,11.82
1971,_%,_T,10-14,11.80
1971,_%,_T,15-19,10.98
1971,_%,_T,20-24,8.52
1971,_%,_T,25-29,6.03
1971,_%,_T,30-34,7.74
1971,_%,_T,35-39,7.49
1971,_%,_T,40-44,6.49
1971,_%,_T,45-49,4.44
1971,_%,_T,50-54,2.72
1971,_%,_T,55-59,3.06
1971,_%,_T,60-64,3.01
1971,_%,_T,65-69,2.13
1971,_%,_T,70-74,1.43
1971,_%,_T,75-79,0.62
1971,_%,_T,80-84,0.32
1971,_%,_T,85-89,0.14
1971,_%,_T,90-94,0.05
1971,_%,_T,95-99,0.02
1971,_%,_T,100-104,0.00
1971,_%,_T,105-109,0.00
1971,_%,_T,110-114,0.00
1971,_%,_T,115-120,0.00
1971,_%,_T,Unknown,0.38
1971,_%,_T,Total,100.00
1971,_%,_T,0-14,34.45
1971,_%,_T,15-29,25.53
1971,_%,_T,15-49,51.68
1971,_%,_T,15-64,60.47
1971,_%,_T,65+,5.09
1971,_%,_T,75+,1.53
1971,_%,_T,85+,0.21
1971,_%,_T,100+,0.00
1981,_%,_T,0-4,8.86
1981,_%,_T,5-9,9.11
1981,_%,_T,10-14,9.53
1981,_%,_T,15-19,10.51
1981,_%,_T,20-24,9.81
1981,_%,_T,25-29,8.67
1981,_%,_T,30-34,7.14
1981,_%,_T,35-39,5.25
1981,_%,_T,40-44,6.79
1981,_%,_T,45-49,6.49
1981,_%,_T,50-54,5.59
1981,_%,_T,55-59,3.74
1981,_%,_T,60-64,2.19
1981,_%,_T,65-69,2.24
1981,_%,_T,70-74,1.88
1981,_%,_T,75-79,1.08
1981,_%,_T,80-84,0.61
1981,_%,_T,85-89,0.17
1981,_%,_T,90-94,0.06
1981,_%,_T,95-99,0.02
1981,_%,_T,100-104,0.00
1981,_%,_T,105-109,0.00
1981,_%,_T,110-114,0.00
1981,_%,_T,115-120,0.00
1981,_%,_T,Unknown,0.24
1981,_%,_T,Total,100.00
1981,_%,_T,0-14,27.50
1981,_%,_T,15-29,28.99
1981,_%,_T,15-49,54.67
1981,_%,_T,15-64,66.19
1981,_%,_T,65+,6.31
1981,_%,_T,75+,2.19
1981,_%,_T,85+,0.26
1981,_%,_T,100+,0.00
1991,_%,_T,0-4,7.59
1991,_%,_T,5-9,7.94
1991,_%,_T,10-14,7.94
1991,_%,_T,15-19,8.22
1991,_%,_T,20-24,8.22
1991,_%,_T,25-29,8.49
1991,_%,_T,30-34,8.27
1991,_%,_T,35-39,7.64
1991,_%,_T,40-44,6.32
1991,_%,_T,45-49,4.60
1991,_%,_T,50-54,5.88
1991,_%,_T,55-59,5.51
1991,_%,_T,60-64,4.54
1991,_%,_T,65-69,2.85
1991,_%,_T,70-74,1.44
1991,_%,_T,75-79,1.16
1991,_%,_T,80-84,0.70
1991,_%,_T,85-89,0.26
1991,_%,_T,90-94,0.07
1991,_%,_T,95-99,0.01
1991,_%,_T,100-104,0.00
1991,_%,_T,105-109,0.00
1991,_%,_T,110-114,0.00
1991,_%,_T,115-120,0.00
1991,_%,_T,Unknown,2.34
1991,_%,_T,Total,100.00
1991,_%,_T,0-14,23.47
1991,_%,_T,15-29,24.94
1991,_%,_T,15-49,51.77
1991,_%,_T,15-64,67.69
1991,_%,_T,65+,8.84
1991,_%,_T,75+,4.55
1991,_%,_T,85+,0.34
1991,_%,_T,100+,0.00
2013,_%,_T,0-4,4.93
2013,_%,_T,5-9,5.01
2013,_%,_T,10-14,5.46
2013,_%,_T,15-19,6.87
2013,_%,_T,20-24,6.46
2013,_%,_T,25-29,7.15
2013,_%,_T,30-34,7.15
2013,_%,_T,35-39,7.06
2013,_%,_T,40-44,6.83
2013,_%,_T,45-49,7.39
2013,_%,_T,50-54,7.83
2013,_%,_T,55-59,7.32
2013,_%,_T,60-64,6.32
2013,_%,_T,65-69,4.35
2013,_%,_T,70-74,3.98
2013,_%,_T,75-79,3.32
2013,_%,_T,80-84,1.77
2013,_%,_T,85-89,0.64
2013,_%,_T,90-94,0.14
2013,_%,_T,95-99,0.01
2013,_%,_T,100-104,0.00
2013,_%,_T,105-109,0.00
2013,_%,_T,110-114,0.00
2013,_%,_T,115-120,0.00
2013,_%,_T,Unknown,0.00
2013,_%,_T,Total,100.00
2013,_%,_T,0-14,15.40
2013,_%,_T,15-29,20.48
2013,_%,_T,15-49,48.91
2013,_%,_T,15-64,70.39
2013,_%,_T,65+,14.22
2013,_%,_T,75+,5.89
2013,_%,_T,85+,0.79
2013,_%,_T,100+,0.01
1971,_%,M,0-4,5.53
1971,_%,M,5-9,6.03
1971,_%,M,10-14,6.01
1971,_%,M,15-19,5.58
1971,_%,M,20-24,4.33
1971,_%,M,25-29,2.93
1971,_%,M,30-34,3.76
1971,_%,M,35-39,3.71
1971,_%,M,40-44,3.17
1971,_%,M,45-49,1.87
1971,_%,M,50-54,1.10
1971,_%,M,55-59,1.30
1971,_%,M,60-64,1.42
1971,_%,M,65-69,1.00
1971,_%,M,70-74,0.62
1971,_%,M,75-79,0.25
1971,_%,M,80-84,0.11
1971,_%,M,85-89,0.04
1971,_%,M,90-94,0.01
1971,_%,M,95-99,0.00
1971,_%,M,100-104,0.00
1971,_%,M,105-109,0.00
1971,_%,M,110-114,0.00
1971,_%,M,115-120,0.00
1971,_%,M,Unknown,0.19
1971,_%,M,Total,48.97
1971,_%,M,0-14,17.56
1971,_%,M,15-29,12.84
1971,_%,M,15-49,25.35
1971,_%,M,15-64,29.17
1971,_%,M,65+,2.24
1971,_%,M,75+,0.62
1971,_%,M,85+,0.06
1971,_%,M,100+,0.00
1981,_%,M,0-4,4.52
1981,_%,M,5-9,4.66
1981,_%,M,10-14,4.88
1981,_%,M,15-19,5.39
1981,_%,M,20-24,5.12
1981,_%,M,25-29,4.48
1981,_%,M,30-34,3.64
1981,_%,M,35-39,2.60
1981,_%,M,40-44,3.37
1981,_%,M,45-49,3.24
1981,_%,M,50-54,2.73
1981,_%,M,55-59,1.55
1981,_%,M,60-64,0.86
1981,_%,M,65-69,0.92
1981,_%,M,70-74,0.84
1981,_%,M,75-79,0.47
1981,_%,M,80-84,0.25
1981,_%,M,85-89,0.06
1981,_%,M,90-94,0.02
1981,_%,M,95-99,0.01
1981,_%,M,100-104,0.00
1981,_%,M,105-109,0.00
1981,_%,M,110-114,0.00
1981,_%,M,115-120,0.00
1981,_%,M,Unknown,0.12
1981,_%,M,Total,49.73
1981,_%,M,0-14,14.07
1981,_%,M,15-29,14.99
1981,_%,M,15-49,27.84
1981,_%,M,15-64,32.98
1981,_%,M,65+,2.69
1981,_%,M,75+,0.92
1981,_%,M,85+,0.09
1981,_%,M,100+,0.00
1991,_%,M,0-4,3.90
1991,_%,M,5-9,4.07
1991,_%,M,10-14,4.07
1991,_%,M,15-19,4.23
1991,_%,M,20-24,4.31
1991,_%,M,25-29,4.43
1991,_%,M,30-34,4.26
1991,_%,M,35-39,3.93
1991,_%,M,40-44,3.19
1991,_%,M,45-49,2.26
1991,_%,M,50-54,2.86
1991,_%,M,55-59,2.67
1991,_%,M,60-64,2.12
1991,_%,M,65-69,1.10
1991,_%,M,70-74,0.52
1991,_%,M,75-79,0.44
1991,_%,M,80-84,0.29
1991,_%,M,85-89,0.10
1991,_%,M,90-94,0.02
1991,_%,M,95-99,0.00
1991,_%,M,100-104,0.00
1991,_%,M,105-109,0.00
1991,_%,M,110-114,0.00
1991,_%,M,115-120,0.00
1991,_%,M,Unknown,1.11
1991,_%,M,Total,49.89
1991,_%,M,0-14,12.03
1991,_%,M,15-29,12.98
1991,_%,M,15-49,26.62
1991,_%,M,15-64,34.28
1991,_%,M,65+,3.59
1991,_%,M,75+,1.96
1991,_%,M,85+,0.12
1991,_%,M,100+,0.00
2013,_%,M,0-4,2.53
2013,_%,M,5-9,2.57
2013,_%,M,10-14,2.79
2013,_%,M,15-19,3.54
2013,_%,M,20-24,3.31
2013,_%,M,25-29,3.66
2013,_%,M,30-34,3.64
2013,_%,M,35-39,3.57
2013,_%,M,40-44,3.44
2013,_%,M,45-49,3.68
2013,_%,M,50-54,3.86
2013,_%,M,55-59,3.56
2013,_%,M,60-64,2.97
2013,_%,M,65-69,1.96
2013,_%,M,70-74,1.70
2013,_%,M,75-79,1.34
2013,_%,M,80-84,0.67
2013,_%,M,85-89,0.21
2013,_%,M,90-94,0.04
2013,_%,M,95-99,0.00
2013,_%,M,100-104,0.00
2013,_%,M,105-109,0.00
2013,_%,M,110-114,0.00
2013,_%,M,115-120,0.00
2013,_%,M,Unknown,0.00
2013,_%,M,Total,49.06
2013,_%,M,0-14,7.90
2013,_%,M,15-29,10.51
2013,_%,M,15-49,24.85
2013,_%,M,15-64,35.23
2013,_%,M,65+,5.92
2013,_%,M,75+,2.27
2013,_%,M,85+,0.26
2013,_%,M,100+,0.00
1971,_%,F,0-4,5.30
1971,_%,F,5-9,5.79
1971,_%,F,10-14,5.80
1971,_%,F,15-19,5.40
1971,_%,F,20-24,4.20
1971,_%,F,25-29,3.10
1971,_%,F,30-34,3.97
1971,_%,F,35-39,3.78
1971,_%,F,40-44,3.32
1971,_%,F,45-49,2.57
1971,_%,F,50-54,1.62
1971,_%,F,55-59,1.76
1971,_%,F,60-64,1.59
1971,_%,F,65-69,1.13
1971,_%,F,70-74,0.81
1971,_%,F,75-79,0.36
1971,_%,F,80-84,0.21
1971,_%,F,85-89,0.09
1971,_%,F,90-94,0.04
1971,_%,F,95-99,0.01
1971,_%,F,100-104,0.00
1971,_%,F,105-109,0.00
1971,_%,F,110-114,0.00
1971,_%,F,115-120,0.00
1971,_%,F,Unknown,0.19
1971,_%,F,Total,51.03
1971,_%,F,0-14,16.88
1971,_%,F,15-29,12.69
1971,_%,F,15-49,26.33
1971,_%,F,15-64,31.30
1971,_%,F,65+,2.85
1971,_%,F,75+,0.91
1971,_%,F,85+,0.14
1971,_%,F,100+,0.00
1981,_%,F,0-4,4.34
1981,_%,F,5-9,4.45
1981,_%,F,10-14,4.65
1981,_%,F,15-19,5.11
1981,_%,F,20-24,4.70
1981,_%,F,25-29,4.20
1981,_%,F,30-34,3.50
1981,_%,F,35-39,2.65
1981,_%,F,40-44,3.43
1981,_%,F,45-49,3.25
1981,_%,F,50-54,2.86
1981,_%,F,55-59,2.19
1981,_%,F,60-64,1.33
1981,_%,F,65-69,1.32
1981,_%,F,70-74,1.04
1981,_%,F,75-79,0.61
1981,_%,F,80-84,0.36
1981,_%,F,85-89,0.11
1981,_%,F,90-94,0.04
1981,_%,F,95-99,0.02
1981,_%,F,100-104,0.00
1981,_%,F,105-109,0.00
1981,_%,F,110-114,0.00
1981,_%,F,115-120,0.00
1981,_%,F,Unknown,0.12
1981,_%,F,Total,50.27
1981,_%,F,0-14,13.43
1981,_%,F,15-29,14.00
1981,_%,F,15-49,26.83
1981,_%,F,15-64,33.21
1981,_%,F,65+,3.62
1981,_%,F,75+,1.27
1981,_%,F,85+,0.17
1981,_%,F,100+,0.00
1991,_%,F,0-4,3.70
1991,_%,F,5-9,3.87
1991,_%,F,10-14,3.88
1991,_%,F,15-19,3.99
1991,_%,F,20-24,3.91
1991,_%,F,25-29,4.06
1991,_%,F,30-34,4.00
1991,_%,F,35-39,3.71
1991,_%,F,40-44,3.13
1991,_%,F,45-49,2.33
1991,_%,F,50-54,3.02
1991,_%,F,55-59,2.84
1991,_%,F,60-64,2.42
1991,_%,F,65-69,1.75
1991,_%,F,70-74,0.91
1991,_%,F,75-79,0.72
1991,_%,F,80-84,0.42
1991,_%,F,85-89,0.16
1991,_%,F,90-94,0.04
1991,_%,F,95-99,0.01
1991,_%,F,100-104,0.00
1991,_%,F,105-109,0.00
1991,_%,F,110-114,0.00
1991,_%,F,115-120,0.00
1991,_%,F,Unknown,1.23
