Year,UNIT_MEASURE,Value
2020,number_birth_rate,8.8
2025,number_birth_rate,8.2
2030,number_birth_rate,7.6
2035,number_birth_rate,7.0
2040,number_birth_rate,6.7
2045,number_birth_rate,6.5
2050,number_birth_rate,6.4
2055,number_birth_rate,6.3
2060,number_birth_rate,6.2
2065,number_birth_rate,6.1
2070,number_birth_rate,6.1
