Year,UNIT_MEASURE,SEX,Value
2015,NUMBER,_T,561284
2015,NUMBER,M,280867
2015,NUMBER,F,280417
2016,NUMBER,_T,542736
2016,NUMBER,M,268561
2016,NUMBER,F,274175
2017,NUMBER,_T,541572
2017,NUMBER,M,280855
2017,NUMBER,F,260717
2018,NUMBER,_T,549546
2018,NUMBER,M,283301
2018,NUMBER,F,266245
2019,NUMBER,_T,540302
2019,NUMBER,M,279848
2019,NUMBER,F,260454
2020,NUMBER,_T,546605
2020,NUMBER,M,279742
2020,NUMBER,F,266863
