Year,UNIT_MEASURE,SEX,AGE,Value
2035,NUMBER,_T,90,3444
2035,NUMBER,_T,91,2736
2035,NUMBER,_T,92,2290
2035,NUMBER,_T,93,2072
2035,NUMBER,_T,94,1736
2035,NUMBER,_T,95,1443
2035,NUMBER,_T,96,1012
2035,NUMBER,_T,97,745
2035,NUMBER,_T,98,511
2035,NUMBER,_T,99,352
2035,NUMBER,_T,100,229
2035,NUMBER,_T,101,152
2035,NUMBER,_T,102,89
2035,NUMBER,_T,103,50
2035,NUMBER,_T,104,28
2035,NUMBER,_T,105,15
2035,NUMBER,_T,106,8
2035,NUMBER,_T,107,4
2035,NUMBER,_T,108,2
2035,NUMBER,_T,109,1
2035,NUMBER,_T,110,0
2035,NUMBER,_T,111,0
2035,NUMBER,_T,112,0
2035,NUMBER,_T,113,0
2035,NUMBER,_T,114,0
2035,NUMBER,_T,115,0
2035,NUMBER,_T,116,0
2035,NUMBER,_T,117,0
2035,NUMBER,_T,118,0
2035,NUMBER,_T,119,0
2035,NUMBER,_T,120+,0
2040,NUMBER,_T,_T,1767237
2040,NUMBER,_T,0,11787
2040,NUMBER,_T,1,11881
2040,NUMBER,_T,2,12017
2040,NUMBER,_T,3,12193
2040,NUMBER,_T,4,12408
2040,NUMBER,_T,5,12656
2040,NUMBER,_T,6,12932
2040,NUMBER,_T,7,13232
2040,NUMBER,_T,8,13557
2040,NUMBER,_T,9,13902
2040,NUMBER,_T,10,14265
2040,NUMBER,_T,11,14600
2040,NUMBER,_T,12,14942
2040,NUMBER,_T,13,15287
2040,NUMBER,_T,14,15632
2040,NUMBER,_T,15,15972
2040,NUMBER,_T,16,16278
2040,NUMBER,_T,17,16510
2040,NUMBER,_T,18,16635
2040,NUMBER,_T,19,16636
2040,NUMBER,_T,20,16655
2040,NUMBER,_T,21,14733
2040,NUMBER,_T,22,15434
2040,NUMBER,_T,23,15503
2040,NUMBER,_T,24,15629
2040,NUMBER,_T,25,14973
2040,NUMBER,_T,26,14998
2040,NUMBER,_T,27,15971
2040,NUMBER,_T,28,16531
2040,NUMBER,_T,29,16119
2040,NUMBER,_T,30,16626
2040,NUMBER,_T,31,16714
2040,NUMBER,_T,32,16503
2040,NUMBER,_T,33,15685
2040,NUMBER,_T,34,15737
2040,NUMBER,_T,35,15805
2040,NUMBER,_T,36,15612
2040,NUMBER,_T,37,16168
2040,NUMBER,_T,38,16132
2040,NUMBER,_T,39,16823
2040,NUMBER,_T,40,17313
2040,NUMBER,_T,41,18381
2040,NUMBER,_T,42,20306
2040,NUMBER,_T,43,23930
2040,NUMBER,_T,44,24144
2040,NUMBER,_T,45,24321
2040,NUMBER,_T,46,19867
2040,NUMBER,_T,47,19033
2040,NUMBER,_T,48,22745
2040,NUMBER,_T,49,24820
2040,NUMBER,_T,50,24868
2040,NUMBER,_T,51,25026
2040,NUMBER,_T,52,26263
2040,NUMBER,_T,53,26139
2040,NUMBER,_T,54,26427
2040,NUMBER,_T,55,26698
2040,NUMBER,_T,56,27927
2040,NUMBER,_T,57,27059
2040,NUMBER,_T,58,27219
2040,NUMBER,_T,59,27847
2040,NUMBER,_T,60,27418
2040,NUMBER,_T,61,27243
2040,NUMBER,_T,62,27435
2040,NUMBER,_T,63,27455
2040,NUMBER,_T,64,28241
2040,NUMBER,_T,65,27430
2040,NUMBER,_T,66,27147
2040,NUMBER,_T,67,26736
2040,NUMBER,_T,68,27495
2040,NUMBER,_T,69,26662
2040,NUMBER,_T,70,25248
2040,NUMBER,_T,71,26523
2040,NUMBER,_T,72,26216
2040,NUMBER,_T,73,26344
2040,NUMBER,_T,74,26258
2040,NUMBER,_T,75,25779
2040,NUMBER,_T,76,24763
2040,NUMBER,_T,77,24093
2040,NUMBER,_T,78,23811
2040,NUMBER,_T,79,22388
2040,NUMBER,_T,80,20959
2040,NUMBER,_T,81,19702
2040,NUMBER,_T,82,17440
2040,NUMBER,_T,83,15358
2040,NUMBER,_T,84,14328
2040,NUMBER,_T,85,13121
2040,NUMBER,_T,86,11288
2040,NUMBER,_T,87,10048
2040,NUMBER,_T,88,8152
2040,NUMBER,_T,89,6485
2040,NUMBER,_T,90,5600
2040,NUMBER,_T,91,4575
2040,NUMBER,_T,92,3430
2040,NUMBER,_T,93,2983
2040,NUMBER,_T,94,1867
2040,NUMBER,_T,95,1376
2040,NUMBER,_T,96,1004
2040,NUMBER,_T,97,769
2040,NUMBER,_T,98,634
2040,NUMBER,_T,99,482
2040,NUMBER,_T,100,362
2040,NUMBER,_T,101,227
2040,NUMBER,_T,102,148
2040,NUMBER,_T,103,90
2040,NUMBER,_T,104,54
2040,NUMBER,_T,105,31
2040,NUMBER,_T,106,18
2040,NUMBER,_T,107,9
2040,NUMBER,_T,108,4
2040,NUMBER,_T,109,2
2040,NUMBER,_T,110,1
2040,NUMBER,_T,111,0
2040,NUMBER,_T,112,0
2040,NUMBER,_T,113,0
2040,NUMBER,_T,114,0
2040,NUMBER,_T,115,0
2040,NUMBER,_T,116,0
2040,NUMBER,_T,117,0
2040,NUMBER,_T,118,0
2040,NUMBER,_T,119,0
2040,NUMBER,_T,120+,0
2045,NUMBER,_T,_T,1646377
2045,NUMBER,_T,0,10673
2045,NUMBER,_T,1,10763
2045,NUMBER,_T,2,10881
2045,NUMBER,_T,3,11022
2045,NUMBER,_T,4,11187
2045,NUMBER,_T,5,11372
2045,NUMBER,_T,6,11564
2045,NUMBER,_T,7,11775
2045,NUMBER,_T,8,12004
2045,NUMBER,_T,9,12248
2045,NUMBER,_T,10,12506
2045,NUMBER,_T,11,12778
2045,NUMBER,_T,12,13067
