Year,UNIT_MEASURE,SEX,Value
1981,Age,M,28.7
1991,Age,M,33
2004,Age,M,35.6
2007,Age,M,35.8
2011,Age,M,37.6
2013,Age,M,37.2
2015,Age,M,39.2
1981,Age,F,30.5
1991,Age,F,35
2004,Age,F,37.2
2007,Age,F,38.1
2011,Age,F,39.4
2013,Age,F,39.7
2015,Age,F,42.2
