Year,UNIT_MEASURE,SEX,AGE,Value
2055,NUMBER,F,70-74,65200
2055,NUMBER,F,75-79,59690
2055,NUMBER,F,80-84,50012
2055,NUMBER,F,85-89,36599
2055,NUMBER,F,90-94,21929
2055,NUMBER,F,95-99,7962
2055,NUMBER,F,100-104,1589
2055,NUMBER,F,105-109,138
2055,NUMBER,F,110-114,4
2055,NUMBER,F,115-119,0
2055,NUMBER,F,120+,0
2060,NUMBER,F,_T,694665
2060,NUMBER,F,0-4,19712
2060,NUMBER,F,5-9,21389
2060,NUMBER,F,10-14,23398
2060,NUMBER,F,15-19,25254
2060,NUMBER,F,20-24,25515
2060,NUMBER,F,25-29,25730
2060,NUMBER,F,30-34,27522
2060,NUMBER,F,35-39,29925
2060,NUMBER,F,40-44,31131
2060,NUMBER,F,45-49,35168
2060,NUMBER,F,50-54,38865
2060,NUMBER,F,55-59,40448
2060,NUMBER,F,60-64,53025
2060,NUMBER,F,65-69,56003
2060,NUMBER,F,70-74,61442
2060,NUMBER,F,75-79,59248
2060,NUMBER,F,80-84,50253
2060,NUMBER,F,85-89,37000
2060,NUMBER,F,90-94,21837
2060,NUMBER,F,95-99,9392
2060,NUMBER,F,100-104,2175
2060,NUMBER,F,105-109,226
2060,NUMBER,F,110-114,8
2060,NUMBER,F,115-119,0
2060,NUMBER,F,120+,0
2065,NUMBER,F,_T,636450
2065,NUMBER,F,0-4,17708
2065,NUMBER,F,5-9,19354
2065,NUMBER,F,10-14,21241
2065,NUMBER,F,15-19,22881
2065,NUMBER,F,20-24,23078
2065,NUMBER,F,25-29,22964
2065,NUMBER,F,30-34,24242
2065,NUMBER,F,35-39,26584
2065,NUMBER,F,40-44,29208
2065,NUMBER,F,45-49,30579
2065,NUMBER,F,50-54,34806
2065,NUMBER,F,55-59,38603
2065,NUMBER,F,60-64,40152
2065,NUMBER,F,65-69,51810
2065,NUMBER,F,70-74,53304
2065,NUMBER,F,75-79,56157
2065,NUMBER,F,80-84,50418
2065,NUMBER,F,85-89,37848
2065,NUMBER,F,90-94,22787
2065,NUMBER,F,95-99,9710
2065,NUMBER,F,100-104,2676
2065,NUMBER,F,105-109,326
2065,NUMBER,F,110-114,14
2065,NUMBER,F,115-119,0
2065,NUMBER,F,120+,0
2070,NUMBER,F,_T,580426
2070,NUMBER,F,0-4,15926
2070,NUMBER,F,5-9,17393
2070,NUMBER,F,10-14,19222
2070,NUMBER,F,15-19,20772
2070,NUMBER,F,20-24,20911
2070,NUMBER,F,25-29,20774
2070,NUMBER,F,30-34,21650
2070,NUMBER,F,35-39,23441
2070,NUMBER,F,40-44,25969
2070,NUMBER,F,45-49,28665
2070,NUMBER,F,50-54,30307
2070,NUMBER,F,55-59,34600
2070,NUMBER,F,60-64,38317
2070,NUMBER,F,65-69,39422
2070,NUMBER,F,70-74,49425
2070,NUMBER,F,75-79,49004
2070,NUMBER,F,80-84,48236
2070,NUMBER,F,85-89,38613
2070,NUMBER,F,90-94,23908
2070,NUMBER,F,95-99,10555
2070,NUMBER,F,100-104,2880
2070,NUMBER,F,105-109,416
2070,NUMBER,F,110-114,20
2070,NUMBER,F,115-119,0
2070,NUMBER,F,120+,0
