Year,UNIT_MEASURE,AGE,Value
2014,NUMBER,1
2014,NUMBER,2
2014,NUMBER,3
2014,NUMBER,4
2014,NUMBER,5
2014,NUMBER,6
2014,NUMBER,7
2014,NUMBER,8
2014,NUMBER,9
2014,NUMBER,10
2014,NUMBER,11
2014,NUMBER,12
2014,NUMBER,13
2014,NUMBER,14
2014,NUMBER,15
2014,NUMBER,16
2014,NUMBER,17
2014,NUMBER,18
2014,NUMBER,19
2014,NUMBER,20
2014,NUMBER,21
2014,NUMBER,22
2014,NUMBER,23
2014,NUMBER,24
2014,NUMBER,25
2014,NUMBER,26
2014,NUMBER,27
2014,NUMBER,28
2014,NUMBER,29
2014,NUMBER,30
2014,NUMBER,31
2014,NUMBER,32
2014,NUMBER,33
2014,NUMBER,34
2014,NUMBER,35
2014,NUMBER,36
2014,NUMBER,37
2014,NUMBER,38
2014,NUMBER,39
2014,NUMBER,40
2014,NUMBER,41
2014,NUMBER,42
2014,NUMBER,43
2014,NUMBER,44
2014,NUMBER,45
2014,NUMBER,46
2014,NUMBER,47
2014,NUMBER,48
2014,NUMBER,49
2014,NUMBER,50
2014,NUMBER,51
2014,NUMBER,52
2014,NUMBER,53
2014,NUMBER,54
2014,NUMBER,55
2014,NUMBER,56
2014,NUMBER,57
2014,NUMBER,58
2014,NUMBER,59
2014,NUMBER,60
2014,NUMBER,61
2014,NUMBER,62
2014,NUMBER,63
2014,NUMBER,64
2014,NUMBER,65
2014,NUMBER,66
2014,NUMBER,67
2014,NUMBER,68
2014,NUMBER,69
2014,NUMBER,70
2014,NUMBER,71
2014,NUMBER,72
2014,NUMBER,73
2014,NUMBER,74
2014,NUMBER,75
2014,NUMBER,76
2014,NUMBER,77
2014,NUMBER,78
2014,NUMBER,79
2014,NUMBER,80
2014,NUMBER,81
2014,NUMBER,82
2014,NUMBER,83
2014,NUMBER,84
2014,NUMBER,85
2014,NUMBER,86
2014,NUMBER,87
2014,NUMBER,88
2014,NUMBER,89
2014,NUMBER,90
2014,NUMBER,91
2014,NUMBER,92
2014,NUMBER,93
2014,NUMBER,94
2014,NUMBER,95
2014,NUMBER,96
2014,NUMBER,97
2014,NUMBER,98
2014,NUMBER,99
2014,NUMBER,100
2015,NUMBER,1
2015,NUMBER,2
2015,NUMBER,3
2015,NUMBER,4
2015,NUMBER,5
2015,NUMBER,6
2015,NUMBER,7
2015,NUMBER,8
2015,NUMBER,9
2015,NUMBER,10
2015,NUMBER,11
2015,NUMBER,12
2015,NUMBER,13
2015,NUMBER,14
2015,NUMBER,15
2015,NUMBER,16
2015,NUMBER,17
2015,NUMBER,18
2015,NUMBER,19
2015,NUMBER,20
2015,NUMBER,21
2015,NUMBER,22
2015,NUMBER,23
2015,NUMBER,24
2015,NUMBER,25
2015,NUMBER,26
2015,NUMBER,27
2015,NUMBER,28
2015,NUMBER,29
2015,NUMBER,30
2015,NUMBER,31
2015,NUMBER,32
2015,NUMBER,33
2015,NUMBER,34
2015,NUMBER,35
2015,NUMBER,36
2015,NUMBER,37
2015,NUMBER,38
2015,NUMBER,39
2015,NUMBER,40
2015,NUMBER,41
2015,NUMBER,42
2015,NUMBER,43
2015,NUMBER,44
2015,NUMBER,45
2015,NUMBER,46
2015,NUMBER,47
2015,NUMBER,48
2015,NUMBER,49
2015,NUMBER,50
2015,NUMBER,51
2015,NUMBER,52
2015,NUMBER,53
2015,NUMBER,54
2015,NUMBER,55
2015,NUMBER,56
2015,NUMBER,57
2015,NUMBER,58
2015,NUMBER,59
2015,NUMBER,60
2015,NUMBER,61
2015,NUMBER,62
2015,NUMBER,63
2015,NUMBER,64
2015,NUMBER,65
2015,NUMBER,66
2015,NUMBER,67
2015,NUMBER,68
2015,NUMBER,69
2015,NUMBER,70
2015,NUMBER,71
2015,NUMBER,72
2015,NUMBER,73
2015,NUMBER,74
2015,NUMBER,75
2015,NUMBER,76
2015,NUMBER,77
2015,NUMBER,78
2015,NUMBER,79
2015,NUMBER,80
2015,NUMBER,81
2015,NUMBER,82
2015,NUMBER,83
2015,NUMBER,84
2015,NUMBER,85
2015,NUMBER,86
2015,NUMBER,87
2015,NUMBER,88
2015,NUMBER,89
2015,NUMBER,90
2015,NUMBER,91
2015,NUMBER,92
2015,NUMBER,93
2015,NUMBER,94
2015,NUMBER,95
2015,NUMBER,96
2015,NUMBER,97
2015,NUMBER,98
2015,NUMBER,99
2015,NUMBER,100
2016,NUMBER,1
2016,NUMBER,2
2016,NUMBER,3
2016,NUMBER,4
2016,NUMBER,5
2016,NUMBER,6
2016,NUMBER,7
2016,NUMBER,8
2016,NUMBER,9
2016,NUMBER,10
2016,NUMBER,11
2016,NUMBER,12
2016,NUMBER,13
2016,NUMBER,14
