Year,UNIT_MEASURE,AGE,Value
2016,NUMBER,15
2016,NUMBER,16
2016,NUMBER,17
2016,NUMBER,18
2016,NUMBER,19
2016,NUMBER,20
2016,NUMBER,21
2016,NUMBER,22
2016,NUMBER,23
2016,NUMBER,24
2016,NUMBER,25
2016,NUMBER,26
2016,NUMBER,27
2016,NUMBER,28
2016,NUMBER,29
2016,NUMBER,30
2016,NUMBER,31
2016,NUMBER,32
2016,NUMBER,33
2016,NUMBER,34
2016,NUMBER,35
2016,NUMBER,36
2016,NUMBER,37
2016,NUMBER,38
2016,NUMBER,39
2016,NUMBER,40
2016,NUMBER,41
2016,NUMBER,42
2016,NUMBER,43
2016,NUMBER,44
2016,NUMBER,45
2016,NUMBER,46
2016,NUMBER,47
2016,NUMBER,48
2016,NUMBER,49
2016,NUMBER,50
2016,NUMBER,51
2016,NUMBER,52
2016,NUMBER,53
2016,NUMBER,54
2016,NUMBER,55
2016,NUMBER,56
2016,NUMBER,57
2016,NUMBER,58
2016,NUMBER,59
2016,NUMBER,60
2016,NUMBER,61
2016,NUMBER,62
2016,NUMBER,63
2016,NUMBER,64
2016,NUMBER,65
2016,NUMBER,66
2016,NUMBER,67
2016,NUMBER,68
2016,NUMBER,69
2016,NUMBER,70
2016,NUMBER,71
2016,NUMBER,72
2016,NUMBER,73
2016,NUMBER,74
2016,NUMBER,75
2016,NUMBER,76
2016,NUMBER,77
2016,NUMBER,78
2016,NUMBER,79
2016,NUMBER,80
2016,NUMBER,81
2016,NUMBER,82
2016,NUMBER,83
2016,NUMBER,84
2016,NUMBER,85
2016,NUMBER,86
2016,NUMBER,87
2016,NUMBER,88
2016,NUMBER,89
2016,NUMBER,90
2016,NUMBER,91
2016,NUMBER,92
2016,NUMBER,93
2016,NUMBER,94
2016,NUMBER,95
2016,NUMBER,96
2016,NUMBER,97
2016,NUMBER,98
2016,NUMBER,99
2016,NUMBER,100
2017,NUMBER,1
2017,NUMBER,2
2017,NUMBER,3
2017,NUMBER,4
2017,NUMBER,5
2017,NUMBER,6
2017,NUMBER,7
2017,NUMBER,8
2017,NUMBER,9
2017,NUMBER,10
2017,NUMBER,11
2017,NUMBER,12
2017,NUMBER,13
2017,NUMBER,14
2017,NUMBER,15
2017,NUMBER,16
2017,NUMBER,17
2017,NUMBER,18
2017,NUMBER,19
2017,NUMBER,20
2017,NUMBER,21
2017,NUMBER,22
2017,NUMBER,23
2017,NUMBER,24
2017,NUMBER,25
2017,NUMBER,26
2017,NUMBER,27
2017,NUMBER,28
2017,NUMBER,29
2017,NUMBER,30
2017,NUMBER,31
2017,NUMBER,32
2017,NUMBER,33
2017,NUMBER,34
2017,NUMBER,35
2017,NUMBER,36
2017,NUMBER,37
2017,NUMBER,38
2017,NUMBER,39
2017,NUMBER,40
2017,NUMBER,41
2017,NUMBER,42
2017,NUMBER,43
2017,NUMBER,44
2017,NUMBER,45
2017,NUMBER,46
2017,NUMBER,47
2017,NUMBER,48
2017,NUMBER,49
2017,NUMBER,50
2017,NUMBER,51
2017,NUMBER,52
2017,NUMBER,53
2017,NUMBER,54
2017,NUMBER,55
2017,NUMBER,56
2017,NUMBER,57
2017,NUMBER,58
2017,NUMBER,59
2017,NUMBER,60
2017,NUMBER,61
2017,NUMBER,62
2017,NUMBER,63
2017,NUMBER,64
2017,NUMBER,65
2017,NUMBER,66
2017,NUMBER,67
2017,NUMBER,68
2017,NUMBER,69
2017,NUMBER,70
2017,NUMBER,71
2017,NUMBER,72
2017,NUMBER,73
2017,NUMBER,74
2017,NUMBER,75
2017,NUMBER,76
2017,NUMBER,77
2017,NUMBER,78
2017,NUMBER,79
2017,NUMBER,80
2017,NUMBER,81
2017,NUMBER,82
2017,NUMBER,83
2017,NUMBER,84
2017,NUMBER,85
2017,NUMBER,86
2017,NUMBER,87
2017,NUMBER,88
2017,NUMBER,89
2017,NUMBER,90
2017,NUMBER,91
2017,NUMBER,92
2017,NUMBER,93
2017,NUMBER,94
2017,NUMBER,95
2017,NUMBER,96
2017,NUMBER,97
2017,NUMBER,98
2017,NUMBER,99
2017,NUMBER,100
2018,NUMBER,1
2018,NUMBER,2
2018,NUMBER,3
2018,NUMBER,4
2018,NUMBER,5
2018,NUMBER,6
2018,NUMBER,7
2018,NUMBER,8
2018,NUMBER,9
2018,NUMBER,10
2018,NUMBER,11
2018,NUMBER,12
2018,NUMBER,13
2018,NUMBER,14
2018,NUMBER,15
2018,NUMBER,16
2018,NUMBER,17
2018,NUMBER,18
2018,NUMBER,19
2018,NUMBER,20
2018,NUMBER,21
2018,NUMBER,22
2018,NUMBER,23
2018,NUMBER,24
2018,NUMBER,25
2018,NUMBER,26
2018,NUMBER,27
2018,NUMBER,28
2018,NUMBER,29
2018,NUMBER,30
2018,NUMBER,31
2018,NUMBER,32
2018,NUMBER,33
2018,NUMBER,34
2018,NUMBER,35
2018,NUMBER,36
2018,NUMBER,37
2018,NUMBER,38
2018,NUMBER,39
2018,NUMBER,40
2018,NUMBER,41
2018,NUMBER,42
2018,NUMBER,43
2018,NUMBER,44
2018,NUMBER,45
2018,NUMBER,46
2018,NUMBER,47
2018,NUMBER,48
2018,NUMBER,49
2018,NUMBER,50
2018,NUMBER,51
2018,NUMBER,52
2018,NUMBER,53
2018,NUMBER,54
2018,NUMBER,55
2018,NUMBER,56
2018,NUMBER,57
2018,NUMBER,58
2018,NUMBER,59
2018,NUMBER,60
2018,NUMBER,61
2018,NUMBER,62
2018,NUMBER,63
2018,NUMBER,64
2018,NUMBER,65
2018,NUMBER,66
2018,NUMBER,67
2018,NUMBER,68
2018,NUMBER,69
2018,NUMBER,70
2018,NUMBER,71
2018,NUMBER,72
2018,NUMBER,73
2018,NUMBER,74
2018,NUMBER,75
2018,NUMBER,76
2018,NUMBER,77
2018,NUMBER,78
2018,NUMBER,79
2018,NUMBER,80
2018,NUMBER,81
2018,NUMBER,82
2018,NUMBER,83
2018,NUMBER,84
2018,NUMBER,85
2018,NUMBER,86
2018,NUMBER,87
2018,NUMBER,88
2018,NUMBER,89
2018,NUMBER,90
2018,NUMBER,91
2018,NUMBER,92
2018,NUMBER,93
2018,NUMBER,94
2018,NUMBER,95
2018,NUMBER,96
2018,NUMBER,97
2018,NUMBER,98
2018,NUMBER,99
2018,NUMBER,100
2019,NUMBER,1
2019,NUMBER,2
2019,NUMBER,3
2019,NUMBER,4
2019,NUMBER,5
2019,NUMBER,6
2019,NUMBER,7
2019,NUMBER,8
2019,NUMBER,9
2019,NUMBER,10
2019,NUMBER,11
2019,NUMBER,12
2019,NUMBER,13
2019,NUMBER,14
2019,NUMBER,15
2019,NUMBER,16
2019,NUMBER,17
2019,NUMBER,18
2019,NUMBER,19
2019,NUMBER,20
2019,NUMBER,21
2019,NUMBER,22
2019,NUMBER,23
2019,NUMBER,24
2019,NUMBER,25
2019,NUMBER,26
2019,NUMBER,27
2019,NUMBER,28
2019,NUMBER,29
2019,NUMBER,30
2019,NUMBER,31
2019,NUMBER,32
2019,NUMBER,33
2019,NUMBER,34
2019,NUMBER,35
2019,NUMBER,36
2019,NUMBER,37
2019,NUMBER,38
2019,NUMBER,39
2019,NUMBER,40
2019,NUMBER,41
2019,NUMBER,42
2019,NUMBER,43
2019,NUMBER,44
2019,NUMBER,45
2019,NUMBER,46
2019,NUMBER,47
2019,NUMBER,48
2019,NUMBER,49
2019,NUMBER,50
2019,NUMBER,51
2019,NUMBER,52
2019,NUMBER,53
2019,NUMBER,54
2019,NUMBER,55
2019,NUMBER,56
2019,NUMBER,57
2019,NUMBER,58
2019,NUMBER,59
2019,NUMBER,60
2019,NUMBER,61
2019,NUMBER,62
2019,NUMBER,63
2019,NUMBER,64
2019,NUMBER,65
2019,NUMBER,66
2019,NUMBER,67
2019,NUMBER,68
2019,NUMBER,69
2019,NUMBER,70
2019,NUMBER,71
2019,NUMBER,72
2019,NUMBER,73
2019,NUMBER,74
2019,NUMBER,75
2019,NUMBER,76
2019,NUMBER,77
2019,NUMBER,78
2019,NUMBER,79
2019,NUMBER,80
2019,NUMBER,81
2019,NUMBER,82
2019,NUMBER,83
2019,NUMBER,84
2019,NUMBER,85
2019,NUMBER,86
2019,NUMBER,87
2019,NUMBER,88
2019,NUMBER,89
2019,NUMBER,90
2019,NUMBER,91
2019,NUMBER,92
2019,NUMBER,93
2019,NUMBER,94
2019,NUMBER,95
2019,NUMBER,96
2019,NUMBER,97
2019,NUMBER,98
2019,NUMBER,99
2019,NUMBER,100
2020,NUMBER,1
2020,NUMBER,2
2020,NUMBER,3
2020,NUMBER,4
2020,NUMBER,5
2020,NUMBER,6
2020,NUMBER,7
2020,NUMBER,8
2020,NUMBER,9
2020,NUMBER,10
2020,NUMBER,11
2020,NUMBER,12
2020,NUMBER,13
2020,NUMBER,14
2020,NUMBER,15
2020,NUMBER,16
2020,NUMBER,17
2020,NUMBER,18
2020,NUMBER,19
2020,NUMBER,20
2020,NUMBER,21
2020,NUMBER,22
2020,NUMBER,23
2020,NUMBER,24
2020,NUMBER,25
2020,NUMBER,26
2020,NUMBER,27
2020,NUMBER,28
2020,NUMBER,29
2020,NUMBER,30
2020,NUMBER,31
2020,NUMBER,32
2020,NUMBER,33
2020,NUMBER,34
2020,NUMBER,35
2020,NUMBER,36
2020,NUMBER,37
2020,NUMBER,38
2020,NUMBER,39
2020,NUMBER,40
2020,NUMBER,41
2020,NUMBER,42
2020,NUMBER,43
2020,NUMBER,44
2020,NUMBER,45
2020,NUMBER,46
2020,NUMBER,47
2020,NUMBER,48
2020,NUMBER,49
2020,NUMBER,50
2020,NUMBER,51
2020,NUMBER,52
2020,NUMBER,53
2020,NUMBER,54
2020,NUMBER,55
2020,NUMBER,56
2020,NUMBER,57
2020,NUMBER,58
2020,NUMBER,59
2020,NUMBER,60
2020,NUMBER,61
2020,NUMBER,62
2020,NUMBER,63
2020,NUMBER,64
2020,NUMBER,65
2020,NUMBER,66
2020,NUMBER,67
2020,NUMBER,68
2020,NUMBER,69
2020,NUMBER,70
2020,NUMBER,71
2020,NUMBER,72
2020,NUMBER,73
2020,NUMBER,74
2020,NUMBER,75
2020,NUMBER,76
2020,NUMBER,77
2020,NUMBER,78
2020,NUMBER,79
2020,NUMBER,80
2020,NUMBER,81
2020,NUMBER,82
2020,NUMBER,83
2020,NUMBER,84
2020,NUMBER,85
2020,NUMBER,86
2020,NUMBER,87
2020,NUMBER,88
2020,NUMBER,89
2020,NUMBER,90
2020,NUMBER,91
2020,NUMBER,92
2020,NUMBER,93
2020,NUMBER,94
2020,NUMBER,95
2020,NUMBER,96
2020,NUMBER,97
2020,NUMBER,98
2020,NUMBER,99
2020,NUMBER,100
