Year,UNIT_MEASURE,Пол,Value
2003,Број,Оба пола,346
2004,Број,Оба пола,353
2005,Број,Оба пола,355
2006,Број,Оба пола,345
2007,Број,Оба пола,355
2008,Број,Оба пола,346
2009,Број,Оба пола,338
2010,Број,Оба пола,345
2011,Број,Оба пола,343
2012,Број,Оба пола,343
2013,Број,Оба пола,343
2014,Број,Оба пола,340
2015,Број,Оба пола,331
2016,Број,Оба пола,334
2017,Број,Оба пола,332
2018,Број,Оба пола,345
2019,Број,Оба пола,307
