Year,Quarter,UNIT_MEASURE,SEX,AGE,Value
2021,Q3,%,_T,15 - 64,60.0
2021,Q3,%,_T,20 - 64,64.0
2021,Q3,%,_T,25 - 34,75.0
2021,Q3,%,_T,15 - 74,52.0
2021,Q3,%,_T,65 - 74,5.0
2021,Q3,%,M,15 - 89,60.0
2021,Q3,%,M,15 - 24,39.0
2021,Q3,%,M,25 - 49,89.0
2021,Q3,%,M,50 - 64,63.0
2021,Q3,%,M,65+,5.0
2021,Q3,%,M,15 - 64,72.0
2021,Q3,%,M,20 - 64,78.0
2021,Q3,%,M,25 - 34,88.0
2021,Q3,%,M,15 - 74,64.0
2021,Q3,%,M,65 - 74,6.0
2021,Q3,%,F,15 - 89,37.0
2021,Q3,%,F,15 - 24,25.0
2021,Q3,%,F,25 - 49,63.0
2021,Q3,%,F,50 - 64,34.0
2021,Q3,%,F,65+,3.0
2021,Q3,%,F,15 - 64,47.0
2021,Q3,%,F,20 - 64,50.0
2021,Q3,%,F,25 - 34,62.0
2021,Q3,%,F,15 - 74,40.0
2021,Q3,%,F,65 - 74,3.0
2021,Q4,%,_T,15 - 89,48.0
2021,Q4,%,_T,15 - 24,31.0
2021,Q4,%,_T,25 - 49,77.0
2021,Q4,%,_T,50 - 64,49.0
2021,Q4,%,_T,65+,3.0
2021,Q4,%,_T,15 - 64,60.0
2021,Q4,%,_T,20 - 64,64.0
2021,Q4,%,_T,25 - 34,77.0
2021,Q4,%,_T,15 - 74,52.0
2021,Q4,%,_T,65 - 74,4.0
2021,Q4,%,M,15 - 89,60.0
2021,Q4,%,M,15 - 24,37.0
2021,Q4,%,M,25 - 49,89.0
2021,Q4,%,M,50 - 64,65.0
2021,Q4,%,M,65+,4.0
2021,Q4,%,M,15 - 64,72.0
2021,Q4,%,M,20 - 64,78.0
2021,Q4,%,M,25 - 34,88.0
2021,Q4,%,M,15 - 74,64.0
2021,Q4,%,M,65 - 74,5.0
2021,Q4,%,F,15 - 89,37.0
2021,Q4,%,F,15 - 24,25.0
2021,Q4,%,F,25 - 49,64.0
2021,Q4,%,F,50 - 64,33.0
2021,Q4,%,F,65+,2.0
2021,Q4,%,F,15 - 64,48.0
2021,Q4,%,F,20 - 64,51.0
2021,Q4,%,F,25 - 34,65.0
2021,Q4,%,F,15 - 74,41.0
2021,Q4,%,F,65 - 74,2.0
2022,Q1,%,_T,15 - 89,48.0
2022,Q1,%,_T,15 - 24,29.0
2022,Q1,%,_T,25 - 49,77.0
2022,Q1,%,_T,50 - 64,48.0
2022,Q1,%,_T,65+,3.0
2022,Q1,%,_T,15 - 64,60.0
2022,Q1,%,_T,20 - 64,64.0
2022,Q1,%,_T,25 - 34,76.0
2022,Q1,%,_T,15 - 74,52.0
2022,Q1,%,_T,65 - 74,4.0
2022,Q1,%,M,15 - 89,59.0
2022,Q1,%,M,15 - 24,35.0
2022,Q1,%,M,25 - 49,88.0
2022,Q1,%,M,50 - 64,63.0
2022,Q1,%,M,65+,5.0
2022,Q1,%,M,15 - 64,71.0
2022,Q1,%,M,20 - 64,77.0
2022,Q1,%,M,25 - 34,86.0
2022,Q1,%,M,15 - 74,63.0
2022,Q1,%,M,65 - 74,6.0
2022,Q1,%,F,15 - 89,37.0
2022,Q1,%,F,15 - 24,23.0
2022,Q1,%,F,25 - 49,66.0
2022,Q1,%,F,50 - 64,33.0
2022,Q1,%,F,65+,2.0
2022,Q1,%,F,15 - 64,48.0
2022,Q1,%,F,20 - 64,51.0
2022,Q1,%,F,25 - 34,65.0
2022,Q1,%,F,15 - 74,41.0
2022,Q1,%,F,65 - 74,2.0
2022,Q2,%,_T,15 - 89,47.0
2022,Q2,%,_T,15 - 24,29.0
2022,Q2,%,_T,25 - 49,76.0
2022,Q2,%,_T,50 - 64,47.0
2022,Q2,%,_T,65+,3.0
2022,Q2,%,_T,15 - 64,59.0
2022,Q2,%,_T,20 - 64,63.0
2022,Q2,%,_T,25 - 34,75.0
2022,Q2,%,_T,15 - 74,51.0
2022,Q2,%,_T,65 - 74,4.0
2022,Q2,%,M,15 - 89,59.0
2022,Q2,%,M,15 - 24,35.0
2022,Q2,%,M,25 - 49,89.0
2022,Q2,%,M,50 - 64,62.0
2022,Q2,%,M,65+,4.0
2022,Q2,%,M,15 - 64,71.0
2022,Q2,%,M,20 - 64,77.0
2022,Q2,%,M,25 - 34,87.0
2022,Q2,%,M,15 - 74,63.0
2022,Q2,%,M,65 - 74,5.0
2022,Q2,%,F,15 - 89,36.0
2022,Q2,%,F,15 - 24,23.0
2022,Q2,%,F,25 - 49,63.0
2022,Q2,%,F,50 - 64,32.0
2022,Q2,%,F,65+,2.0
2022,Q2,%,F,15 - 64,46.0
2022,Q2,%,F,20 - 64,50.0
2022,Q2,%,F,25 - 34,62.0
2022,Q2,%,F,15 - 74,39.0
2022,Q2,%,F,65 - 74,2.0
2022,Q3,%,_T,15 - 89,47.0
2022,Q3,%,_T,15 - 24,28.0
2022,Q3,%,_T,25 - 49,76.0
2022,Q3,%,_T,50 - 64,47.0
2022,Q3,%,_T,65+,2.0
2022,Q3,%,_T,15 - 64,59.0
2022,Q3,%,_T,20 - 64,63.0
2022,Q3,%,_T,25 - 34,76.0
2022,Q3,%,_T,15 - 74,51.0
2022,Q3,%,_T,65 - 74,4.0
2022,Q3,%,M,15 - 89,60.0
2022,Q3,%,M,15 - 24,35.0
2022,Q3,%,M,25 - 49,89.0
2022,Q3,%,M,50 - 64,64.0
2022,Q3,%,M,65+,4.0
2022,Q3,%,M,15 - 64,72.0
2022,Q3,%,M,20 - 64,78.0
2022,Q3,%,M,25 - 34,88.0
2022,Q3,%,M,15 - 74,64.0
2022,Q3,%,M,65 - 74,6.0
2022,Q3,%,F,15 - 89,35.0
2022,Q3,%,F,15 - 24,20.0
2022,Q3,%,F,25 - 49,63.0
2022,Q3,%,F,50 - 64,31.0
2022,Q3,%,F,65+,1.0
2022,Q3,%,F,15 - 64,45.0
2022,Q3,%,F,20 - 64,49.0
2022,Q3,%,F,25 - 34,62.0
2022,Q3,%,F,15 - 74,38.0
2022,Q3,%,F,65 - 74,2.0
2022,Q4,%,_T,15 - 89,47.0
2022,Q4,%,_T,15 - 24,27.0
2022,Q4,%,_T,25 - 49,76.0
2022,Q4,%,_T,50 - 64,48.0
2022,Q4,%,_T,65+,3.0
2022,Q4,%,_T,15 - 64,59.0
2022,Q4,%,_T,20 - 64,63.0
2022,Q4,%,_T,25 - 34,75.0
2022,Q4,%,_T,15 - 74,51.0
2022,Q4,%,_T,65 - 74,4.0
2022,Q4,%,M,15 - 89,60.0
2022,Q4,%,M,15 - 24,34.0
2022,Q4,%,M,25 - 49,88.0
2022,Q4,%,M,50 - 64,65.0
2022,Q4,%,M,65+,4.0
2022,Q4,%,M,15 - 64,72.0
2022,Q4,%,M,20 - 64,77.0
2022,Q4,%,M,25 - 34,86.0
2022,Q4,%,M,15 - 74,63.0
2022,Q4,%,M,65 - 74,5.0
2022,Q4,%,F,15 - 89,36.0
2022,Q4,%,F,15 - 24,19.0
2022,Q4,%,F,25 - 49,63.0
2022,Q4,%,F,50 - 64,32.0
2022,Q4,%,F,65+,2.0
2022,Q4,%,F,15 - 64,46.0
2022,Q4,%,F,20 - 64,49.0
2022,Q4,%,F,25 - 34,63.0
2022,Q4,%,F,15 - 74,39.0
2022,Q4,%,F,65 - 74,2.0
2023,Q1,%,_T,15 - 89,47.0
2023,Q1,%,_T,15 - 24,24.0
2023,Q1,%,_T,25 - 49,76.0
2023,Q1,%,_T,50 - 64,49.0
2023,Q1,%,_T,65+,3.0
2023,Q1,%,_T,15 - 64,59.0
2023,Q1,%,_T,20 - 64,63.0
2023,Q1,%,_T,25 - 34,74.0
2023,Q1,%,_T,15 - 74,51.0
2023,Q1,%,_T,65 - 74,4.0
2023,Q1,%,M,15 - 89,59.0
2023,Q1,%,M,15 - 24,30.0
2023,Q1,%,M,25 - 49,88.0
2023,Q1,%,M,50 - 64,64.0
2023,Q1,%,M,65+,5.0
2023,Q1,%,M,15 - 64,71.0
2023,Q1,%,M,20 - 64,77.0
2023,Q1,%,M,25 - 34,85.0
2023,Q1,%,M,15 - 74,63.0
2023,Q1,%,M,65 - 74,7.0
2023,Q1,%,F,15 - 89,36.0
2023,Q1,%,F,15 - 24,17.0
2023,Q1,%,F,25 - 49,63.0
2023,Q1,%,F,50 - 64,34.0
2023,Q1,%,F,65+,2.0
2023,Q1,%,F,15 - 64,46.0
2023,Q1,%,F,20 - 64,50.0
2023,Q1,%,F,25 - 34,63.0
2023,Q1,%,F,15 - 74,39.0
2023,Q1,%,F,65 - 74,3.0
