Year,UNIT_MEASURE,Value
2003,Број,346
2004,Број,353
2005,Број,355
2006,Број,345
2007,Број,355
2008,Број,346
2009,Број,338
2010,Број,345
2011,Број,343
2012,Број,343
2013,Број,343
2014,Број,340
2015,Број,331
2016,Број,334
2017,Број,332
2018,Број,345
2019,Број,307
