Year,UNIT_MEASURE,Spol,Value
2014,Broj,Oba spola,87317
2015,Broj,Oba spola,86021
2016,Broj,Oba spola,80906
2017,Broj,Oba spola,74365
2018,Broj,Oba spola,67031
2019,Broj,Oba spola,60283
2020,Broj,Oba spola,59082
2014,Broj,M,39901
2015,Broj,M,39150
2016,Broj,M,36437
2017,Broj,M,33278
2018,Broj,M,29233
2019,Broj,M,26031
2020,Broj,M,25346
2014,Broj,Ž,47416
2015,Broj,Ž,46871
2016,Broj,Ž,44469
2017,Broj,Ž,41087
2018,Broj,Ž,37798
2019,Broj,Ž,34252
2020,Broj,Ž,33736
