Year,UNIT_MEASURE,Spol,Value
2014,Broj,Oba spola,11333
2015,Broj,Oba spola,12062
2016,Broj,Oba spola,11604
2017,Broj,Oba spola,11360
2018,Broj,Oba spola,12083
2019,Broj,Oba spola,12449
2020,Broj,Oba spola,13192
2014,Broj,M,4494
2015,Broj,M,4717
2016,Broj,M,4655
2017,Broj,M,4471
2018,Broj,M,4563
2019,Broj,M,4808
2020,Broj,M,4945
2014,Broj,Ž,6839
2015,Broj,Ž,7345
2016,Broj,Ž,6949
2017,Broj,Ž,6889
2018,Broj,Ž,7520
2019,Broj,Ž,7641
2020,Broj,Ž,8247
