Year,UNIT_MEASURE,Value
1998,Broj,8649
1999,Broj,8461
2000,Broj,8113
2001,Broj,8039
2002,Broj,8075
2003,Broj,8055
2004,Broj,8182
2005,Broj,8213
2006,Broj,8133
2007,Broj,8165
2008,Broj,8091
2009,Broj,8415
2010,Broj,8603
2011,Broj,8598
2012,Broj,8549
2013,Broj,8183
2014,Broj,8361
2015,Broj,8322
2016,Broj,8309
2017,Broj,13077
2018,Broj,13095
2019,Broj,12885
